second_entry_pct,sl_pct,trail_pct,tp_pct,tp_pct_after_second,max_hold_days,q4_ret,q3_ret,q4_pnl,q3_pnl,q4_n,q3_n,worst_trade_pct,score_worse,sum_ret
-5.0,8.0,5.0,15,,60.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,8.0,5.0,15,,75.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,8.0,5.0,15,,,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,8.0,5.0,15,0.0,60.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,8.0,5.0,15,0.0,75.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,8.0,5.0,15,0.0,,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,10.0,5.0,15,,60.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,10.0,5.0,15,,75.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,10.0,5.0,15,,,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,10.0,5.0,15,0.0,60.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,10.0,5.0,15,0.0,75.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,10.0,5.0,15,0.0,,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,15.0,5.0,15,,60.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,15.0,5.0,15,,75.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,15.0,5.0,15,,,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,15.0,5.0,15,0.0,60.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,15.0,5.0,15,0.0,75.0,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-5.0,15.0,5.0,15,0.0,,1.7,-1.2,13125,-7534,15,10,-4.8,-1.2,0.5
-10.0,,10.0,20,,30.0,1.64,-1.21,12616,-7089,15,10,-7.8,-1.21,0.43
-10.0,10.0,10.0,20,,30.0,1.64,-1.21,12616,-7089,15,10,-7.8,-1.21,0.43
-10.0,15.0,10.0,20,,30.0,1.64,-1.21,12616,-7089,15,10,-7.8,-1.21,0.43
-15.0,15.0,,10,,75.0,6.36,-1.23,49167,-8994,15,10,-15.0,-1.23,5.14
,,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
,8.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
,10.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
,15.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,8.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,8.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,10.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,10.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,15.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-20.0,15.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,8.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,8.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,10.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,10.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,15.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-15.0,15.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,8.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,8.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,10.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,10.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,15.0,5.0,10,,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
-10.0,15.0,5.0,10,0.0,30.0,2.41,-1.23,17426,-6007,15,10,-5.0,-1.23,1.18
,,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
,8.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
,10.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
,15.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,8.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,8.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,10.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,10.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,15.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-20.0,15.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,8.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,8.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,10.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,10.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,15.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-15.0,15.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,8.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,8.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,10.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,10.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,15.0,5.0,20,,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
-10.0,15.0,5.0,20,0.0,30.0,2.22,-1.23,16035,-6007,15,10,-5.0,-1.23,0.99
,,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
,8.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
,10.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
,15.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,8.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,8.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,10.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,10.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,15.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-20.0,15.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,8.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,8.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,10.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,10.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,15.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-15.0,15.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,8.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,8.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,10.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,10.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,15.0,5.0,15,,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
-10.0,15.0,5.0,15,0.0,30.0,1.84,-1.23,13308,-6007,15,10,-5.0,-1.23,0.61
10.0,,5.0,10,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,,5.0,15,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,,5.0,20,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,8.0,5.0,10,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,8.0,5.0,15,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,8.0,5.0,20,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,10.0,5.0,10,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,10.0,5.0,15,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,10.0,5.0,20,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,15.0,5.0,10,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,15.0,5.0,15,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,15.0,5.0,20,0.0,30.0,1.74,-1.23,16771,-6007,15,10,-5.0,-1.23,0.51
10.0,,5.0,15,,30.0,1.53,-1.23,14769,-6007,15,10,-5.0,-1.23,0.3
10.0,8.0,5.0,15,,30.0,1.53,-1.23,14769,-6007,15,10,-5.0,-1.23,0.3
10.0,10.0,5.0,15,,30.0,1.53,-1.23,14769,-6007,15,10,-5.0,-1.23,0.3
10.0,15.0,5.0,15,,30.0,1.53,-1.23,14769,-6007,15,10,-5.0,-1.23,0.3
10.0,,5.0,20,,30.0,1.23,-1.23,11831,-6007,15,10,-5.0,-1.23,-0.0
10.0,8.0,5.0,20,,30.0,1.23,-1.23,11831,-6007,15,10,-5.0,-1.23,-0.0
10.0,10.0,5.0,20,,30.0,1.23,-1.23,11831,-6007,15,10,-5.0,-1.23,-0.0
10.0,15.0,5.0,20,,30.0,1.23,-1.23,11831,-6007,15,10,-5.0,-1.23,-0.0
10.0,,5.0,10,,30.0,1.01,-1.23,9774,-6007,15,10,-5.0,-1.23,-0.22
10.0,8.0,5.0,10,,30.0,1.01,-1.23,9774,-6007,15,10,-5.0,-1.23,-0.22
10.0,10.0,5.0,10,,30.0,1.01,-1.23,9774,-6007,15,10,-5.0,-1.23,-0.22
10.0,15.0,5.0,10,,30.0,1.01,-1.23,9774,-6007,15,10,-5.0,-1.23,-0.22
,10.0,,10,,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
,10.0,15.0,10,,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-20.0,10.0,,10,,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-20.0,10.0,,10,0.0,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-20.0,10.0,15.0,10,,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-20.0,10.0,15.0,10,0.0,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-15.0,10.0,,10,,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-15.0,10.0,,10,0.0,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-15.0,10.0,15.0,10,,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-15.0,10.0,15.0,10,0.0,30.0,2.98,-1.24,21539,-6080,15,10,-10.2,-1.24,1.74
-10.0,8.0,,20,0.0,30.0,2.43,-1.25,17543,-6703,15,10,-8.0,-1.25,1.18
-20.0,,,15,,60.0,8.4,-1.26,60767,-8639,15,10,-25.1,-1.26,7.15
-10.0,,,20,0.0,75.0,5.74,-1.26,52809,-10529,15,10,-30.7,-1.26,4.48
-10.0,10.0,,20,,,7.67,-1.29,70565,-10750,15,10,-10.2,-1.29,6.38
-10.0,10.0,,10,0.0,30.0,3.31,-1.3,28814,-9562,15,10,-10.0,-1.3,2.01
-10.0,8.0,15.0,15,0.0,30.0,2.37,-1.3,17167,-6983,15,10,-8.0,-1.3,1.07
-10.0,,15.0,15,,,7.31,-1.31,67308,-10266,15,10,-9.7,-1.31,6.01
-10.0,10.0,15.0,15,,,7.31,-1.31,67308,-10266,15,10,-9.7,-1.31,6.01
-10.0,15.0,15.0,15,,,7.31,-1.31,67308,-10266,15,10,-9.7,-1.31,6.01
-10.0,,10.0,20,0.0,30.0,1.49,-1.31,11500,-7692,15,10,-7.8,-1.31,0.18
-10.0,10.0,10.0,20,0.0,30.0,1.49,-1.31,11500,-7692,15,10,-7.8,-1.31,0.18
-10.0,15.0,10.0,20,0.0,30.0,1.49,-1.31,11500,-7692,15,10,-7.8,-1.31,0.18
-10.0,8.0,,20,0.0,60.0,5.5,-1.34,39778,-7197,15,10,-8.1,-1.34,4.16
,,15.0,20,,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
,15.0,15.0,20,,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-20.0,,15.0,20,,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-20.0,,15.0,20,0.0,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-20.0,15.0,15.0,20,,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-20.0,15.0,15.0,20,0.0,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-15.0,,15.0,20,,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-15.0,,15.0,20,0.0,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-15.0,15.0,15.0,20,,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
-15.0,15.0,15.0,20,0.0,,7.1,-1.35,51366,-6625,15,10,-14.4,-1.35,5.75
,,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,8.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,8.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,8.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,10.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,10.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,10.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,15.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,15.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,15.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,8.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,8.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,8.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,8.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,8.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,8.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,10.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,10.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,10.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,10.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,10.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,10.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,15.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,15.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,15.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,15.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,15.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-20.0,15.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,8.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,8.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,8.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,8.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,8.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,8.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,10.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,10.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,10.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,10.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,10.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,10.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,15.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,15.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,15.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,15.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,15.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-15.0,15.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,8.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,8.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,8.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,8.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,8.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,8.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,10.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,10.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,10.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,10.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,10.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,10.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,15.0,5.0,10,,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,15.0,5.0,10,,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,15.0,5.0,10,,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,15.0,5.0,10,0.0,60.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,15.0,5.0,10,0.0,75.0,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
-10.0,15.0,5.0,10,0.0,,2.41,-1.39,17426,-6819,15,10,-5.0,-1.39,1.02
,,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,8.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,8.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,8.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,10.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,10.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,10.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,15.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,15.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,15.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
