datetime,strike,option_type,spot,close,sma_9,sma_21,ema_9,ema_20,rsi_14,rsi_7
2026-02-13 10:20:00+05:30,82800.0,PE,82838.43,362.75,370.33,363.86,370.55,366.81,48.44,42.66
2026-02-13 10:21:00+05:30,82800.0,CE,82819.9,543.8,541.19,545.64,542.79,544.99,47.65,50.59
2026-02-13 10:21:00+05:30,82800.0,PE,82819.9,367.5,371.99,364.15,369.94,366.87,51.02,48.39
2026-02-13 10:22:00+05:30,82800.0,CE,82801.85,537.3,540.56,544.85,541.69,544.26,44.16,42.74
2026-02-13 10:22:00+05:30,82800.0,PE,82801.85,375.45,373.08,365.28,371.04,367.69,55.07,56.82
2026-02-13 10:23:00+05:30,82800.0,CE,82834.93,547.8,541.43,544.9,542.91,544.59,50.48,55.7
2026-02-13 10:23:00+05:30,82800.0,PE,82834.93,365.0,372.76,365.49,369.83,367.43,49.3,45.44
2026-02-13 10:24:00+05:30,82800.0,CE,82832.54,548.0,541.65,544.71,543.93,544.92,50.59,55.92
2026-02-13 10:24:00+05:30,82800.0,PE,82832.54,362.5,371.95,365.9,368.37,366.96,48.01,43.03
2026-02-13 10:25:00+05:30,82900.0,CE,82855.82,494.25,486.56,487.4,488.75,488.66,52.63,59.51
2026-02-13 10:25:00+05:30,82900.0,PE,82855.82,402.2,414.06,409.99,410.06,409.63,46.48,40.03
2026-02-13 10:26:00+05:30,82900.0,CE,82855.86,497.75,488.86,487.65,490.55,489.52,54.78,63.57
2026-02-13 10:26:00+05:30,82900.0,PE,82855.86,398.85,410.43,410.06,407.82,408.6,44.86,37.0
2026-02-13 10:27:00+05:30,82900.0,CE,82879.63,499.0,490.67,488.36,492.24,490.43,55.55,65.03
2026-02-13 10:27:00+05:30,82900.0,PE,82879.63,396.75,407.63,409.63,405.6,407.47,43.84,35.06
2026-02-13 10:28:00+05:30,82900.0,CE,82851.72,492.9,491.91,488.56,492.37,490.66,50.97,52.94
2026-02-13 10:28:00+05:30,82900.0,PE,82851.72,405.6,406.02,409.75,405.6,407.29,49.13,48.36
2026-02-13 10:29:00+05:30,82900.0,CE,82864.48,492.1,491.97,488.82,492.32,490.8,50.38,51.47
2026-02-13 10:29:00+05:30,82900.0,PE,82864.48,401.35,405.59,409.55,404.75,406.73,46.84,43.38
2026-02-13 10:30:00+05:30,82900.0,CE,82906.55,497.35,493.14,489.18,493.33,491.42,54.12,59.96
2026-02-13 10:30:00+05:30,82900.0,PE,82906.55,394.15,403.63,409.06,402.63,405.53,43.18,36.05
2026-02-13 10:31:00+05:30,82900.0,CE,82889.85,498.75,495.0,489.83,494.41,492.12,55.09,62.02
2026-02-13 10:31:00+05:30,82900.0,PE,82889.85,390.1,400.36,408.07,400.12,404.06,41.23,32.45
2026-02-13 10:32:00+05:30,82900.0,CE,82901.75,501.7,496.04,490.49,495.87,493.03,57.15,66.3
2026-02-13 10:32:00+05:30,82900.0,PE,82901.75,388.0,398.1,407.07,397.7,402.53,40.22,30.6
2026-02-13 10:33:00+05:30,82900.0,CE,82920.74,504.85,497.63,490.7,497.66,494.16,59.3,70.44
2026-02-13 10:33:00+05:30,82900.0,PE,82920.74,380.85,395.32,406.42,394.33,400.47,36.89,24.96
2026-02-13 10:34:00+05:30,82900.0,CE,82933.05,510.1,499.39,491.84,500.15,495.68,62.65,76.14
2026-02-13 10:34:00+05:30,82900.0,PE,82933.05,372.65,392.03,404.71,389.99,397.82,33.47,20.01
2026-02-13 10:35:00+05:30,82900.0,CE,82942.5,514.2,501.22,493.23,502.96,497.44,65.08,79.71
2026-02-13 10:35:00+05:30,82900.0,PE,82942.5,366.0,388.38,402.49,385.2,394.79,30.96,16.86
2026-02-13 10:36:00+05:30,82900.0,CE,82917.45,507.65,502.18,494.21,503.9,498.41,58.54,62.34
2026-02-13 10:36:00+05:30,82900.0,PE,82917.45,374.85,385.95,400.67,383.13,392.89,37.65,33.22
2026-02-13 10:37:00+05:30,82900.0,CE,82935.25,511.3,504.22,495.56,505.38,499.64,60.9,67.01
2026-02-13 10:37:00+05:30,82900.0,PE,82935.25,364.6,381.39,398.11,379.42,390.19,33.59,26.24
2026-02-13 10:38:00+05:30,82900.0,CE,82943.42,514.7,506.73,497.35,507.24,501.07,63.01,70.93
2026-02-13 10:38:00+05:30,82900.0,PE,82943.42,362.8,377.11,394.84,376.1,387.58,32.92,25.16
2026-02-13 10:39:00+05:30,83000.0,CE,82965.82,464.55,453.72,444.83,454.44,448.19,66.65,78.15
2026-02-13 10:39:00+05:30,83000.0,PE,82965.82,400.15,417.58,437.55,416.96,430.1,30.24,21.0
2026-02-13 10:40:00+05:30,83000.0,CE,82966.85,464.5,456.03,446.4,456.45,449.74,66.59,77.98
2026-02-13 10:40:00+05:30,83000.0,PE,82966.85,397.75,413.39,434.23,413.11,427.02,29.43,19.79
2026-02-13 10:41:00+05:30,82900.0,CE,82948.09,510.4,513.07,502.05,512.19,505.43,55.64,51.75
2026-02-13 10:41:00+05:30,82900.0,PE,82948.09,365.9,366.5,386.72,368.08,380.24,38.66,40.43
2026-02-13 10:42:00+05:30,83000.0,CE,82972.04,468.6,459.2,448.83,458.65,451.99,64.66,69.31
2026-02-13 10:42:00+05:30,83000.0,PE,82972.04,394.9,407.61,429.17,409.13,422.58,33.16,30.0
2026-02-13 10:43:00+05:30,83000.0,CE,82961.11,465.1,460.38,450.5,459.94,453.24,61.32,62.7
2026-02-13 10:43:00+05:30,83000.0,PE,82961.11,397.55,405.47,425.84,406.82,420.2,34.92,33.54
2026-02-13 10:44:00+05:30,82900.0,CE,82949.29,514.0,516.67,506.84,515.84,509.25,55.02,50.97
2026-02-13 10:44:00+05:30,82900.0,PE,82949.29,362.7,360.88,378.59,362.73,374.12,40.55,44.6
2026-02-13 10:45:00+05:30,82900.0,CE,82928.92,505.0,516.38,507.52,513.67,508.84,49.06,41.27
2026-02-13 10:45:00+05:30,82900.0,PE,82928.92,374.6,360.86,377.1,365.1,374.17,47.65,56.94
2026-02-13 10:46:00+05:30,82900.0,CE,82934.95,508.25,516.04,508.19,512.59,508.79,51.12,45.63
2026-02-13 10:46:00+05:30,82900.0,PE,82934.95,372.2,361.7,375.67,366.52,373.98,46.44,54.1
2026-02-13 10:47:00+05:30,82900.0,CE,82920.31,502.2,514.65,508.4,510.51,508.16,47.28,39.3
2026-02-13 10:47:00+05:30,82900.0,PE,82920.31,376.7,363.24,374.61,368.56,374.24,49.05,58.61
2026-02-13 10:48:00+05:30,82900.0,CE,82924.3,504.8,512.74,508.68,509.37,507.84,49.05,43.25
2026-02-13 10:48:00+05:30,82900.0,PE,82924.3,374.9,365.33,373.57,369.82,374.3,48.04,56.04
2026-02-13 10:49:00+05:30,82900.0,CE,82895.56,486.15,508.71,508.36,504.72,505.77,38.95,28.0
2026-02-13 10:49:00+05:30,82900.0,PE,82895.56,387.55,368.98,372.71,373.37,375.56,55.02,67.67
2026-02-13 10:50:00+05:30,82900.0,CE,82859.83,479.6,505.29,507.76,499.7,503.28,36.14,24.46
2026-02-13 10:50:00+05:30,82900.0,PE,82859.83,394.95,372.21,372.41,377.69,377.41,58.53,72.61
2026-02-13 10:51:00+05:30,82900.0,CE,82880.26,485.0,500.78,507.17,496.76,501.54,39.99,32.64
2026-02-13 10:51:00+05:30,82900.0,PE,82880.26,388.65,376.25,372.15,379.88,378.48,54.62,63.04
2026-02-13 10:52:00+05:30,82900.0,CE,82916.34,492.85,497.54,506.89,495.98,500.71,45.16,43.09
2026-02-13 10:52:00+05:30,82900.0,PE,82916.34,378.4,378.96,371.59,379.58,378.47,48.9,50.42
2026-02-13 10:53:00+05:30,82900.0,CE,82905.57,486.9,494.53,506.19,494.16,499.4,42.19,37.89
2026-02-13 10:53:00+05:30,82900.0,PE,82905.57,389.0,381.88,371.64,381.47,379.48,54.24,60.06
2026-02-13 10:54:00+05:30,82900.0,CE,82895.81,489.3,492.78,505.45,493.19,498.44,43.8,41.23
2026-02-13 10:54:00+05:30,82900.0,PE,82895.81,386.65,383.22,371.91,382.5,380.16,52.92,57.19
2026-02-13 10:55:00+05:30,82900.0,CE,82926.89,500.0,491.87,504.97,494.55,498.58,50.41,54.06
2026-02-13 10:55:00+05:30,82900.0,PE,82926.89,373.6,383.38,371.96,380.72,379.53,46.2,43.64
2026-02-13 10:56:00+05:30,82900.0,CE,82943.55,509.65,492.69,504.75,497.57,499.64,55.49,62.65
2026-02-13 10:56:00+05:30,82900.0,PE,82943.55,362.85,381.84,371.81,377.15,377.95,41.52,35.55
2026-02-13 10:57:00+05:30,82900.0,CE,82928.11,499.45,492.1,504.36,497.95,499.62,49.69,50.92
2026-02-13 10:57:00+05:30,82900.0,PE,82928.11,373.4,381.67,371.74,376.4,377.51,47.17,46.84
2026-02-13 10:58:00+05:30,82900.0,CE,82920.36,494.65,493.04,503.57,497.29,499.15,47.19,46.17
2026-02-13 10:58:00+05:30,82900.0,PE,82920.36,376.55,380.45,372.31,376.43,377.42,48.77,49.89
2026-02-13 10:59:00+05:30,82900.0,CE,82914.63,490.4,494.24,502.41,495.91,498.31,45.03,42.11
2026-02-13 10:59:00+05:30,82900.0,PE,82914.63,379.0,378.68,373.08,376.94,377.57,50.03,52.38
2026-02-13 11:00:00+05:30,82900.0,CE,82914.89,492.8,495.11,501.02,495.29,497.79,46.52,45.28
2026-02-13 11:00:00+05:30,82900.0,PE,82914.89,380.05,377.72,374.22,377.56,377.81,50.59,53.53
2026-02-13 11:01:00+05:30,82900.0,CE,82900.16,485.85,494.33,499.28,493.4,496.65,42.9,38.22
2026-02-13 11:01:00+05:30,82900.0,PE,82900.16,386.35,378.61,375.73,379.32,378.62,53.94,60.26
2026-02-13 11:02:00+05:30,82900.0,CE,82866.21,474.3,492.93,497.56,489.58,494.52,37.65,29.34
2026-02-13 11:02:00+05:30,82900.0,PE,82866.21,398.05,379.61,377.26,383.07,380.47,59.43,69.75
2026-02-13 11:03:00+05:30,82900.0,CE,82886.53,478.75,491.76,495.33,487.41,493.02,40.66,36.02
2026-02-13 11:03:00+05:30,82900.0,PE,82886.53,393.0,380.32,379.2,385.05,381.66,56.31,62.26
2026-02-13 11:04:00+05:30,82900.0,CE,82860.43,471.7,488.62,492.93,484.27,490.99,37.57,30.66
2026-02-13 11:04:00+05:30,82900.0,PE,82860.43,402.8,383.56,381.52,388.6,383.68,60.63,69.64
2026-02-13 11:05:00+05:30,82800.0,CE,82846.4,522.8,541.73,548.81,538.35,546.74,36.12,28.35
2026-02-13 11:05:00+05:30,82800.0,PE,82846.4,365.0,346.58,342.14,350.43,344.38,63.58,74.66
2026-02-13 11:06:00+05:30,82800.0,CE,82847.69,524.9,538.08,546.95,535.66,544.66,37.49,31.55
2026-02-13 11:06:00+05:30,82800.0,PE,82847.69,360.55,349.78,343.37,352.46,345.92,60.2,66.45
2026-02-13 11:07:00+05:30,82800.0,CE,82832.02,516.4,534.07,544.55,531.81,541.97,34.28,26.06
2026-02-13 11:07:00+05:30,82800.0,PE,82832.02,365.8,353.28,345.02,355.12,347.81,62.72,70.86
2026-02-13 11:08:00+05:30,82800.0,CE,82843.9,519.0,530.72,542.63,529.25,539.78,36.08,30.38
2026-02-13 11:08:00+05:30,82800.0,PE,82843.9,363.8,356.17,346.36,356.86,349.33,61.13,66.95
2026-02-13 11:09:00+05:30,82800.0,CE,82821.4,514.65,526.54,540.28,526.33,537.39,34.39,27.27
2026-02-13 11:09:00+05:30,82800.0,PE,82821.4,370.55,359.69,348.14,359.6,351.35,64.4,72.85
2026-02-13 11:10:00+05:30,82800.0,CE,82847.57,523.55,524.22,539.21,525.77,536.07,40.55,41.56
2026-02-13 11:10:00+05:30,82800.0,PE,82847.57,362.95,361.67,348.93,360.27,352.46,58.44,59.01
2026-02-13 11:11:00+05:30,82900.0,CE,82853.65,465.25,466.99,481.15,468.67,477.68,38.69,37.86
2026-02-13 11:11:00+05:30,82900.0,PE,82853.65,408.5,406.61,392.0,404.94,396.54,59.22,60.72
2026-02-13 11:12:00+05:30,82900.0,CE,82852.4,468.6,465.87,480.37,468.65,476.81,41.41,44.28
2026-02-13 11:12:00+05:30,82900.0,PE,82852.4,403.1,407.73,392.69,404.57,397.16,55.47,52.29
2026-02-13 11:13:00+05:30,82900.0,CE,82859.47,468.7,465.53,479.22,468.66,476.04,41.5,44.48
2026-02-13 11:13:00+05:30,82900.0,PE,82859.47,400.45,407.47,393.74,403.75,397.48,53.68,48.44
2026-02-13 11:14:00+05:30,82900.0,CE,82886.48,473.8,466.33,478.59,469.69,475.83,45.75,54.24
2026-02-13 11:14:00+05:30,82900.0,PE,82886.48,391.75,405.64,393.87,401.35,396.93,48.18,37.78
2026-02-13 11:15:00+05:30,82900.0,CE,82872.25,471.95,466.71,477.77,470.14,475.46,44.49,50.48
2026-02-13 11:15:00+05:30,82900.0,PE,82872.25,399.7,405.16,394.49,401.02,397.2,52.93,49.6
2026-02-13 11:16:00+05:30,82900.0,CE,82850.3,465.75,467.26,476.14,469.26,474.53,40.46,39.73
2026-02-13 11:16:00+05:30,82900.0,PE,82850.3,406.3,404.62,396.05,402.07,398.06,56.49,57.44
