datetime,strike,option_type,spot,close,sma_9,sma_21,ema_9,ema_20,rsi_14,rsi_7
2026-02-13 09:15:00+05:30,83000.0,CE,82955.96,533.1,,,533.1,533.1,,
2026-02-13 09:15:00+05:30,83000.0,PE,82955.96,439.5,,,439.5,439.5,,
2026-02-13 09:16:00+05:30,82900.0,CE,82938.21,554.85,,,579.61,582.85,,
2026-02-13 09:16:00+05:30,82900.0,PE,82938.21,376.3,,,391.54,393.54,,
2026-02-13 09:17:00+05:30,83000.0,CE,83005.88,516.2,,,524.22,528.53,,
2026-02-13 09:17:00+05:30,83000.0,PE,83005.88,404.2,,,429.53,434.57,,
2026-02-13 09:18:00+05:30,83000.0,CE,83033.28,520.0,,,523.37,527.71,,
2026-02-13 09:18:00+05:30,83000.0,PE,83033.28,380.95,,,419.81,429.46,,
2026-02-13 09:19:00+05:30,83000.0,CE,82989.06,506.65,,,520.03,525.71,,
2026-02-13 09:19:00+05:30,83000.0,PE,82989.06,393.9,,,414.63,426.08,,
2026-02-13 09:20:00+05:30,83000.0,CE,82998.58,511.05,,,518.23,524.31,,
2026-02-13 09:20:00+05:30,83000.0,PE,82998.58,395.55,,,410.81,423.17,,
2026-02-13 09:21:00+05:30,83000.0,CE,82961.96,496.5,,,513.89,521.66,,
2026-02-13 09:21:00+05:30,83000.0,PE,82961.96,412.1,,,411.07,422.11,,
2026-02-13 09:22:00+05:30,82900.0,CE,82939.96,535.05,,,563.41,572.78,,25.66
2026-02-13 09:22:00+05:30,82900.0,PE,82939.96,381.8,,,370.64,378.82,,42.83
2026-02-13 09:23:00+05:30,83000.0,CE,82990.12,494.8,506.23,,504.5,515.44,,35.58
2026-02-13 09:23:00+05:30,83000.0,PE,82990.12,403.45,408.35,,411.65,420.52,,34.32
2026-02-13 09:24:00+05:30,83000.0,CE,83009.06,505.05,503.12,,504.61,514.45,,42.11
2026-02-13 09:24:00+05:30,83000.0,PE,83009.06,391.25,402.99,,407.57,417.73,,30.33
2026-02-13 09:25:00+05:30,83000.0,CE,82986.8,494.25,502.62,,502.54,512.52,,37.44
2026-02-13 09:25:00+05:30,83000.0,PE,82986.8,400.95,400.73,,406.24,416.13,,37.12
2026-02-13 09:26:00+05:30,83000.0,CE,82975.09,488.65,499.56,,499.76,510.25,,35.09
2026-02-13 09:26:00+05:30,83000.0,PE,82975.09,403.55,400.66,,405.71,414.93,,38.98
2026-02-13 09:27:00+05:30,83000.0,CE,82992.55,497.7,497.08,,499.35,509.06,,41.96
2026-02-13 09:27:00+05:30,83000.0,PE,82992.55,394.0,402.11,,403.36,412.94,,34.59
2026-02-13 09:28:00+05:30,83000.0,CE,82988.78,492.9,495.56,,498.06,507.52,,39.38
2026-02-13 09:28:00+05:30,83000.0,PE,82988.78,395.3,402.26,,401.75,411.26,,35.74
2026-02-13 09:29:00+05:30,83000.0,CE,82983.69,483.65,492.51,,495.18,505.24,35.53,34.6
2026-02-13 09:29:00+05:30,83000.0,PE,82983.69,400.05,402.76,,401.41,410.19,37.87,40.21
2026-02-13 09:30:00+05:30,82900.0,CE,82921.27,514.25,546.31,,545.33,557.52,32.1,25.66
2026-02-13 09:30:00+05:30,82900.0,PE,82921.27,378.0,361.49,,362.88,368.4,45.38,56.32
2026-02-13 09:31:00+05:30,82900.0,CE,82919.46,515.85,544.18,,539.43,553.56,32.71,27.1
2026-02-13 09:31:00+05:30,82900.0,PE,82919.46,381.9,361.51,,366.68,369.69,46.79,58.89
2026-02-13 09:32:00+05:30,82900.0,CE,82895.68,513.85,539.66,,534.32,549.77,32.32,26.36
2026-02-13 09:32:00+05:30,82900.0,PE,82895.68,394.4,365.29,,372.23,372.04,51.14,66.29
2026-02-13 09:33:00+05:30,82900.0,CE,82905.5,514.8,534.02,,530.41,546.44,32.73,27.46
2026-02-13 09:33:00+05:30,82900.0,PE,82905.5,388.95,369.57,,375.57,373.65,49.25,60.73
2026-02-13 09:34:00+05:30,82900.0,CE,82864.68,502.5,528.47,,524.83,542.26,30.18,22.4
2026-02-13 09:34:00+05:30,82900.0,PE,82864.68,402.55,374.46,,380.97,376.4,53.84,68.44
2026-02-13 09:35:00+05:30,82900.0,CE,82855.51,500.35,523.26,545.08,519.93,538.27,29.75,21.59
2026-02-13 09:35:00+05:30,82900.0,PE,82855.51,402.9,379.17,369.97,385.35,378.93,53.96,68.62
2026-02-13 09:36:00+05:30,82800.0,CE,82840.88,544.5,574.76,601.19,572.33,592.95,27.63,16.55
2026-02-13 09:36:00+05:30,82800.0,PE,82840.88,376.9,345.53,331.62,350.79,342.89,58.12,75.96
2026-02-13 09:37:00+05:30,82800.0,CE,82836.84,550.4,568.02,598.07,567.94,588.9,30.46,24.44
2026-02-13 09:37:00+05:30,82800.0,PE,82836.84,375.0,352.08,333.28,355.63,345.95,57.28,73.43
2026-02-13 09:38:00+05:30,82800.0,CE,82843.33,549.25,561.96,593.78,564.2,585.12,30.21,23.93
2026-02-13 09:38:00+05:30,82800.0,PE,82843.33,371.55,357.78,335.79,358.81,348.39,55.69,68.58
2026-02-13 09:39:00+05:30,82800.0,CE,82826.6,539.95,558.28,588.94,559.35,580.82,28.21,19.96
2026-02-13 09:39:00+05:30,82800.0,PE,82826.6,373.0,361.77,339.05,361.65,350.73,56.24,69.56
2026-02-13 09:40:00+05:30,82800.0,CE,82826.58,539.55,554.34,584.82,555.39,576.89,28.13,19.8
2026-02-13 09:40:00+05:30,82800.0,PE,82826.58,387.65,367.08,342.61,366.85,354.25,61.43,77.78
2026-02-13 09:41:00+05:30,82900.0,CE,82877.23,502.0,495.71,522.02,498.86,516.89,37.92,45.88
2026-02-13 09:41:00+05:30,82900.0,PE,82877.23,407.45,412.64,386.34,410.22,397.26,51.75,51.53
2026-02-13 09:42:00+05:30,82900.0,CE,82876.63,503.95,494.51,519.61,499.88,515.66,38.85,47.86
2026-02-13 09:42:00+05:30,82900.0,PE,82876.63,404.55,414.37,388.0,409.09,397.95,50.75,49.53
2026-02-13 09:43:00+05:30,82900.0,CE,82904.67,511.4,495.49,518.49,502.18,515.25,42.41,55.16
2026-02-13 09:43:00+05:30,82900.0,PE,82904.67,391.2,413.11,388.45,405.51,397.31,46.31,40.98
2026-02-13 09:44:00+05:30,82900.0,CE,82910.13,510.95,496.67,516.41,503.94,514.84,42.25,54.62
2026-02-13 09:44:00+05:30,82900.0,PE,82910.13,391.75,411.87,389.95,402.76,396.78,46.52,41.47
2026-02-13 09:45:00+05:30,82900.0,CE,82906.32,514.3,499.62,513.97,506.01,514.79,43.95,58.17
2026-02-13 09:45:00+05:30,82900.0,PE,82906.32,390.1,407.92,391.83,400.23,396.15,45.94,40.31
2026-02-13 09:46:00+05:30,82900.0,CE,82906.3,514.95,501.93,512.18,507.8,514.81,44.29,58.9
2026-02-13 09:46:00+05:30,82900.0,PE,82906.3,388.25,404.52,393.25,397.83,395.39,45.27,38.88
2026-02-13 09:47:00+05:30,82900.0,CE,82872.15,500.6,502.87,509.96,506.36,513.45,38.68,40.67
2026-02-13 09:47:00+05:30,82900.0,PE,82872.15,402.6,403.16,395.25,398.79,396.08,51.24,53.68
2026-02-13 09:48:00+05:30,82900.0,CE,82872.69,497.0,504.24,507.15,504.49,511.89,37.4,37.29
2026-02-13 09:48:00+05:30,82900.0,PE,82872.69,404.6,401.66,397.72,399.95,396.89,52.03,55.44
2026-02-13 09:49:00+05:30,82900.0,CE,82855.89,487.3,504.72,504.17,501.05,509.54,34.13,29.57
2026-02-13 09:49:00+05:30,82900.0,PE,82855.89,414.75,399.47,400.63,402.91,398.59,55.91,63.6
2026-02-13 09:50:00+05:30,82800.0,CE,82841.03,541.25,560.71,559.21,555.4,565.22,33.36,27.3
2026-02-13 09:50:00+05:30,82800.0,PE,82841.03,372.05,358.37,360.46,362.81,358.06,55.86,64.5
2026-02-13 09:51:00+05:30,82900.0,CE,82859.78,489.45,501.27,500.31,496.24,505.56,36.14,35.4
2026-02-13 09:51:00+05:30,82900.0,PE,82859.78,405.25,400.57,404.75,405.58,400.78,51.3,51.21
2026-02-13 09:52:00+05:30,82900.0,CE,82893.06,500.55,500.07,499.58,497.1,505.08,42.89,51.22
2026-02-13 09:52:00+05:30,82900.0,PE,82893.06,395.65,401.07,405.4,403.59,400.29,47.27,42.38
2026-02-13 09:53:00+05:30,82900.0,CE,82914.57,512.35,500.22,499.51,500.15,505.77,49.05,62.59
2026-02-13 09:53:00+05:30,82900.0,PE,82914.57,381.0,399.87,404.77,399.07,398.46,41.86,32.42
2026-02-13 09:54:00+05:30,82900.0,CE,82887.22,499.95,498.63,498.8,500.11,505.22,43.71,48.68
2026-02-13 09:54:00+05:30,82900.0,PE,82887.22,393.15,400.21,404.97,397.89,397.95,47.25,44.94
2026-02-13 09:55:00+05:30,82900.0,CE,82864.64,490.05,495.86,498.21,498.1,503.77,39.97,40.33
2026-02-13 09:55:00+05:30,82900.0,PE,82864.64,402.5,401.79,404.96,398.81,398.38,51.01,52.79
2026-02-13 09:56:00+05:30,82800.0,CE,82825.7,539.85,551.54,554.87,552.66,559.66,37.88,35.57
2026-02-13 09:56:00+05:30,82800.0,PE,82825.7,370.35,360.2,362.37,359.24,357.52,55.03,61.0
2026-02-13 09:57:00+05:30,82800.0,CE,82820.37,539.55,549.77,554.64,550.04,557.75,37.78,35.37
2026-02-13 09:57:00+05:30,82800.0,PE,82820.37,366.85,360.74,361.89,360.76,358.4,53.35,57.16
2026-02-13 09:58:00+05:30,82800.0,CE,82817.7,540.55,549.31,554.17,548.14,556.11,38.37,36.77
2026-02-13 09:58:00+05:30,82800.0,PE,82817.7,366.15,360.19,361.47,361.84,359.14,53.0,56.33
2026-02-13 09:59:00+05:30,82800.0,CE,82830.75,540.5,549.22,553.75,546.61,554.62,38.35,36.73
2026-02-13 09:59:00+05:30,82800.0,PE,82830.75,368.8,359.83,361.34,363.23,360.06,54.22,58.95
2026-02-13 10:00:00+05:30,82800.0,CE,82839.85,545.7,549.02,554.02,546.43,553.77,41.66,45.16
2026-02-13 10:00:00+05:30,82800.0,PE,82839.85,361.45,359.88,360.79,362.88,360.19,50.31,49.35
2026-02-13 10:01:00+05:30,82900.0,CE,82873.9,495.05,490.44,496.76,489.87,495.75,45.87,54.87
2026-02-13 10:01:00+05:30,82900.0,PE,82873.9,393.6,402.16,401.54,403.38,401.92,45.91,39.46
2026-02-13 10:02:00+05:30,82900.0,CE,82855.48,488.85,487.83,496.13,489.67,495.09,42.86,46.6
2026-02-13 10:02:00+05:30,82900.0,PE,82855.48,402.45,404.54,401.3,403.19,401.97,50.05,49.33
2026-02-13 10:03:00+05:30,82900.0,CE,82857.73,493.6,487.12,495.64,490.45,494.95,45.8,52.94
2026-02-13 10:03:00+05:30,82900.0,PE,82857.73,395.55,404.81,400.87,401.66,401.35,47.03,42.96
2026-02-13 10:04:00+05:30,82900.0,CE,82873.11,502.3,488.48,495.2,492.82,495.65,50.78,62.47
2026-02-13 10:04:00+05:30,82900.0,PE,82873.11,387.1,403.1,400.67,398.75,400.0,43.56,36.27
2026-02-13 10:05:00+05:30,82900.0,CE,82865.57,492.3,489.74,494.32,492.72,495.33,45.59,49.13
2026-02-13 10:05:00+05:30,82900.0,PE,82865.57,397.25,401.37,400.94,398.45,399.74,48.47,47.69
2026-02-13 10:06:00+05:30,82900.0,CE,82851.42,484.1,489.86,492.88,490.99,494.26,41.81,40.8
2026-02-13 10:06:00+05:30,82900.0,PE,82851.42,405.8,400.95,401.68,399.92,400.31,52.25,55.52
2026-02-13 10:07:00+05:30,82900.0,CE,82851.93,488.8,490.6,491.63,490.56,493.74,44.64,46.83
2026-02-13 10:07:00+05:30,82900.0,PE,82851.93,403.0,400.24,402.39,400.54,400.57,50.93,52.52
2026-02-13 10:08:00+05:30,82800.0,CE,82838.81,543.65,549.23,548.93,547.72,551.1,43.2,43.07
2026-02-13 10:08:00+05:30,82800.0,PE,82838.81,363.15,357.04,359.85,358.9,358.54,52.23,55.76
2026-02-13 10:09:00+05:30,82800.0,CE,82849.41,543.0,548.93,548.34,546.78,550.33,42.88,42.31
2026-02-13 10:09:00+05:30,82800.0,PE,82849.41,362.0,357.1,359.86,359.52,358.87,51.57,54.09
2026-02-13 10:10:00+05:30,82800.0,CE,82820.18,540.6,547.46,548.14,545.54,549.4,41.66,39.31
2026-02-13 10:10:00+05:30,82800.0,PE,82820.18,367.8,358.89,359.7,361.17,359.72,54.67,60.96
2026-02-13 10:11:00+05:30,82800.0,CE,82833.86,547.2,547.51,548.42,545.87,549.19,46.21,50.57
2026-02-13 10:11:00+05:30,82800.0,PE,82833.86,365.0,359.38,359.36,361.94,360.22,52.91,56.22
2026-02-13 10:12:00+05:30,82900.0,CE,82859.42,500.4,490.82,491.16,491.01,492.47,52.67,62.65
2026-02-13 10:12:00+05:30,82900.0,PE,82859.42,394.5,401.96,401.46,402.82,402.12,45.92,39.81
2026-02-13 10:13:00+05:30,82900.0,CE,82850.78,486.15,489.02,490.47,490.03,491.87,45.02,45.22
2026-02-13 10:13:00+05:30,82900.0,PE,82850.78,408.5,404.33,402.07,403.96,402.72,52.93,55.42
2026-02-13 10:14:00+05:30,82800.0,CE,82835.03,539.95,545.07,546.75,545.99,548.59,43.34,41.89
2026-02-13 10:14:00+05:30,82800.0,PE,82835.03,367.95,362.77,360.87,362.53,360.82,54.11,57.95
2026-02-13 10:15:00+05:30,82800.0,CE,82818.67,546.0,545.44,546.18,545.99,548.34,46.91,49.23
2026-02-13 10:15:00+05:30,82800.0,PE,82818.67,369.75,363.68,361.72,363.97,361.67,55.03,59.81
2026-02-13 10:16:00+05:30,82800.0,CE,82808.73,538.55,544.62,545.78,544.5,547.41,43.29,41.67
2026-02-13 10:16:00+05:30,82800.0,PE,82808.73,374.2,365.33,362.4,366.02,362.87,57.3,64.36
2026-02-13 10:17:00+05:30,82800.0,CE,82794.87,533.0,543.43,545.45,542.2,546.04,40.77,36.76
2026-02-13 10:17:00+05:30,82800.0,PE,82794.87,386.3,367.91,363.16,370.07,365.1,62.82,73.77
2026-02-13 10:18:00+05:30,82800.0,CE,82819.49,538.0,542.88,545.38,541.36,545.27,43.94,43.73
2026-02-13 10:18:00+05:30,82800.0,PE,82819.49,378.0,369.68,363.69,371.66,366.33,57.35,60.9
2026-02-13 10:19:00+05:30,82800.0,CE,82810.41,540.3,542.84,545.37,541.15,544.8,45.39,46.87
2026-02-13 10:19:00+05:30,82800.0,PE,82810.41,375.85,370.58,364.15,372.5,367.23,55.99,57.85
2026-02-13 10:20:00+05:30,82800.0,CE,82838.43,548.1,542.94,545.73,542.54,545.11,50.09,56.48
