time,open,high,low,close,Up Trend,Down Trend,Up Trend,Down Trend,VWAP,Histogram,MACD,Signal line
2026-03-30T10:15:00+05:30,22595.9,22603.95,22553.5,22556.3,,22676.554555136023,,22699.753193253357,22589.24094914219,-2.703033933224958,-71.95133469166467,-69.24830075843971
2026-03-30T10:20:00+05:30,22555.3,22564.55,22537.65,22544.35,,22647.16723601026,,22699.753193253357,22587.520560386074,-3.6472059383507656,-73.80730818137818,-70.16010224302741
2026-03-30T10:25:00+05:30,22542.65,22564,22534.75,22534.75,,22643.563874209747,,22699.753193253357,22585.97726315912,-4.020815410388124,-75.18612150601257,-71.16530609562444
2026-03-30T10:30:00+05:30,22535.45,22540.25,22519.2,22529.15,,22621.30943049926,,22673.098834403183,22584.188886728814,-3.752787207511332,-75.85629010501361,-72.10350289750228
2026-03-30T10:35:00+05:30,22528.5,22549.5,22526.25,22538.3,,22621.30943049926,,22673.098834403183,22582.641771843937,-2.146779519412476,-74.78697729676787,-72.6401977773554
2026-03-30T10:40:00+05:30,22538.85,22554.6,22512.25,22514.55,,22621.30943049926,,22668.54030586658,22581.165472291937,-1.8810499825845142,-74.99151025558604,-73.11046027300152
2026-03-30T10:45:00+05:30,22513.3,22535.05,22509.45,22527.35,,22609.453763599304,,22651.53377527992,22579.791476599097,-0.13248790094476703,-73.27607014918249,-73.14358224823772
2026-03-30T10:50:00+05:30,22528,22538.3,22491.4,22493.35,,22602.383575419335,,22645.275397751928,22577.77230299444,-0.532542321080399,-73.80926014958823,-73.27671782850783
2026-03-30T10:55:00+05:30,22493.25,22524.2,22478.35,22490.2,,22589.016896648372,,22632.41285797674,22575.38156661689,-0.28834772470197834,-73.6371524843853,-73.34880475968332
2026-03-30T11:00:00+05:30,22489.6,22509.05,22483.65,22504.3,,22582.244801815952,,22621.99407217906,22573.703790265867,1.4483604934440706,-71.53835414287823,-72.9867146363223
2026-03-30T11:05:00+05:30,22503.45,22509.3,22472.3,22472.3,,22576.100061725152,,22614.979664961156,22571.45866627959,1.0842108118152396,-71.63145112155325,-72.7156619333685
2026-03-30T11:10:00+05:30,22471.45,22482.1,22454,22478.55,,22551.895058638896,,22588.241698465037,22568.71726982933,1.8609279323044063,-70.38950201798798,-72.25042995029239
2026-03-30T11:15:00+05:30,22479.25,22483.5,22466.9,22481.3,,22551.895058638896,,22588.241698465037,22567.123268415326,3.0843982126286136,-68.39493218450662,-71.47933039713523
2026-03-30T11:20:00+05:30,22480.35,22486.85,22467.5,22482.35,,22551.895058638896,,22584.81727575668,22565.05196597708,4.408228388781339,-65.96904491115856,-70.3772732999399
2026-03-30T11:25:00+05:30,22481.25,22488.25,22465.8,22468.2,,22551.895058638896,,22580.638048181016,22562.958747593042,4.745489103767142,-64.44541192023098,-69.19090102399812
2026-03-30T11:30:00+05:30,22468.1,22506.3,22457.35,22503.8,,22551.895058638896,,22580.638048181016,22561.357134318783,7.610820274890486,-59.67737568038501,-67.2881959552755
2026-03-30T11:35:00+05:30,22503.3,22535.8,22503.2,22516.25,,22551.895058638896,,22580.638048181016,22560.111625623784,10.415766120038043,-54.26848830522795,-64.68425442526599
2026-03-30T11:40:00+05:30,22515.05,22519.15,22484.75,22486.65,,22551.895058638896,,22580.638048181016,22558.882655309004,10.328551315150357,-51.77356528132805,-62.1021165964784
2026-03-30T11:45:00+05:30,22485.7,22485.7,22460.4,22464.55,,22549.18021734946,,22576.820685911567,22556.65090285262,8.88824981040446,-50.99180433347283,-59.88005414387729
2026-03-30T11:50:00+05:30,22465.05,22480.25,22453,22478.6,,22541.673706481986,,22568.19361732041,22554.908401885183,8.962113188481837,-48.67741265827499,-57.639525846756825
2026-03-30T11:55:00+05:30,22477.7,22489.85,22468.15,22484,,22541.673706481986,,22568.19361732041,22553.459409649382,9.408704479702592,-45.87864524712859,-55.28734972683118
2026-03-30T12:00:00+05:30,22483.15,22560.6,22480.3,22549.35,22455.186125790253,,,22568.19361732041,22552.78625840497,13.869927957675202,-37.94993977973718,-51.81986773741238
2026-03-30T12:05:00+05:30,22549.05,22594.5,22545.65,22558.3,22491.25819028001,,,22568.19361732041,22553.20747928278,16.982651796683285,-30.591552991558274,-47.57420478824156
2026-03-30T12:10:00+05:30,22557.55,22578.1,22553.8,22567.1,22491.25819028001,,,22568.19361732041,22553.456313545146,19.038708511341426,-23.775819149064773,-42.8145276604062
2026-03-30T12:15:00+05:30,22566.9,22577.45,22550.85,22555.3,22491.25819028001,,,22568.19361732041,22553.590098909885,18.96664791056959,-19.106217772194213,-38.072865682763805
2026-03-30T12:20:00+05:30,22555.35,22594.1,22531.05,22531.3,22491.25819028001,,,22568.19361732041,22553.564268281523,16.74269781501836,-17.14449341399086,-33.88719122900922
2026-03-30T12:25:00+05:30,22531.15,22534.6,22502.85,22519.15,22491.25819028001,,,22568.19361732041,22552.91162572402,14.004647533293259,-16.381381812392647,-30.386029345685905
2026-03-30T12:30:00+05:30,22519.85,22523.5,22508,22517.4,22491.25819028001,,,22568.19361732041,22552.39564280412,11.719686613962704,-15.736421078232524,-27.45610769219523
2026-03-30T12:35:00+05:30,22516.65,22569.45,22514.05,22565.6,22491.25819028001,,,22568.19361732041,22552.340982029888,12.999475527536365,-11.206763282774773,-24.206238810311138
2026-03-30T12:40:00+05:30,22564.65,22579.3,22555.8,22557.05,22491.795249094186,,,22568.19361732041,22552.509669528703,12.795211070193751,-8.212224972568947,-21.0074360427627
2026-03-30T12:45:00+05:30,22557.35,22560.7,22530.55,22530.55,22491.795249094186,,,22568.19361732041,22552.356208109915,10.49678865147742,-7.886450228415924,-18.383238879893344
2026-03-30T12:50:00+05:30,22530.1,22533.05,22484.05,22503.95,22491.795249094186,,,22568.19361732041,22551.6010100129,6.975969623301776,-9.663276850766124,-16.6392464740679
2026-03-30T12:55:00+05:30,22501.75,22506.7,22491.75,22505.8,22491.795249094186,,,22568.19361732041,22551.074090716575,4.673256123156509,-10.797676320122264,-15.470932443278773
2026-03-30T13:00:00+05:30,22506.1,22511.4,22486.15,22491.35,,22571.430203704982,,22568.19361732041,22550.377592454515,2.203860399856037,-12.716106943458726,-14.919967343314763
2026-03-30T13:05:00+05:30,22490.85,22504.9,22485.35,22495.8,,22566.10244351973,,22568.19361732041,22549.651636735096,0.9605720950558148,-13.719252224494994,-14.679824319550809
2026-03-30T13:10:00+05:30,22495.3,22506.95,22481.45,22499.2,,22564.178571343746,,22568.19361732041,22549.025707428464,0.4817615087777245,-14.077622433578654,-14.559383942356378
2026-03-30T13:15:00+05:30,22498.55,22516.35,22479.1,22484.95,,22564.178571343746,,22568.19361732041,22548.265694245376,-0.6202690100995696,-15.33472020498084,-14.71445119488127
2026-03-30T13:20:00+05:30,22485.3,22495.05,22482.2,22484.35,,22556.604410637727,,22568.19361732041,22547.427950464415,-1.1826266184868182,-16.192734467989794,-15.010107849502976
2026-03-30T13:25:00+05:30,22484.25,22486.4,22456.55,22476.45,,22539.04044010584,,22562.397970164213,22546.32653517601,-1.8404214872801585,-17.310634708603175,-15.470213221323016
2026-03-30T13:30:00+05:30,22476.2,22486.05,22464.05,22485.8,,22539.04044010584,,22562.397970164213,22545.515250010114,-1.4185024942892301,-17.243341339184553,-15.824838844895323
2026-03-30T13:35:00+05:30,22485.6,22502.1,22474.25,22493.65,,22539.04044010584,,22562.397970164213,22544.771873629146,-0.43445090267361053,-16.367902473237336,-15.933451570563726
2026-03-30T13:40:00+05:30,22494.35,22500.5,22454.85,22462.05,,22539.04044010584,,22562.397970164213,22543.637983647004,-1.6662677351817656,-18.016286239540932,-16.350018504359166
2026-03-30T13:45:00+05:30,22461.15,22468.15,22446.55,22448,,22523.278910750207,,22547.38901072474,22542.498589182385,-3.098576332361212,-20.223238919810683,-17.12466258744947
2026-03-30T13:50:00+05:30,22445.55,22452.9,22420.25,22422.1,,22502.4724652127,,22527.405109652267,22540.76664603419,-5.330642334024496,-23.787965504980093,-18.457323170955597
2026-03-30T13:55:00+05:30,22420.95,22441.6,22420,22428.8,,22495.562591952064,,22519.02709868704,22538.84116745545,-5.854366742210498,-25.77528159871872,-19.920914856508222
2026-03-30T14:00:00+05:30,22428.1,22487.2,22423.75,22462.3,,22495.562591952064,,22519.02709868704,22537.280489459932,-3.5562245604564247,-24.366195557078754,-20.80997099662233
