time,open,high,low,close,PDH,PDL,Shapes,Shapes
2026-04-17T09:40:00+05:30,24211.35,24223.45,24178.7,24191.35,24400.95,24102.8,0,0
2026-04-17T09:45:00+05:30,24192.75,24220.35,24190,24219.9,24400.95,24102.8,0,0
2026-04-17T09:50:00+05:30,24219.95,24231.95,24219.2,24223,24400.95,24102.8,0,0
2026-04-17T09:55:00+05:30,24223.7,24238.55,24214.65,24232.1,24400.95,24102.8,0,0
2026-04-17T10:00:00+05:30,24231.4,24255.65,24205.4,24255.3,24400.95,24102.8,0,0
2026-04-17T10:05:00+05:30,24255.9,24279.85,24255.65,24263.3,24400.95,24102.8,0,0
2026-04-17T10:10:00+05:30,24264.6,24274.1,24255.15,24272.95,24400.95,24102.8,0,0
2026-04-17T10:15:00+05:30,24273.45,24289.2,24273.45,24280.45,24400.95,24102.8,0,0
2026-04-17T10:20:00+05:30,24280,24291.8,24280,24286.6,24400.95,24102.8,0,0
2026-04-17T10:25:00+05:30,24286.45,24304.55,24285.8,24285.85,24400.95,24102.8,0,0
2026-04-17T10:30:00+05:30,24285.9,24296.3,24260.05,24265,24400.95,24102.8,0,0
2026-04-17T10:35:00+05:30,24265.4,24278.7,24252,24252.85,24400.95,24102.8,0,0
2026-04-17T10:40:00+05:30,24253,24265.5,24244.05,24260.4,24400.95,24102.8,0,0
2026-04-17T10:45:00+05:30,24260.45,24270,24256.85,24263.85,24400.95,24102.8,0,0
2026-04-17T10:50:00+05:30,24264.1,24265.55,24252.6,24256.35,24400.95,24102.8,0,0
2026-04-17T10:55:00+05:30,24257.95,24263.8,24253.9,24254.95,24400.95,24102.8,0,0
2026-04-17T11:00:00+05:30,24255.7,24261.35,24237.75,24246.95,24400.95,24102.8,0,0
2026-04-17T11:05:00+05:30,24247.05,24259.8,24246.8,24258.65,24400.95,24102.8,0,0
2026-04-17T11:10:00+05:30,24259.15,24275.15,24257.85,24265.1,24400.95,24102.8,0,0
2026-04-17T11:15:00+05:30,24264.65,24277.5,24264.65,24277.3,24400.95,24102.8,0,0
2026-04-17T11:20:00+05:30,24277.4,24282.15,24272.8,24273.8,24400.95,24102.8,0,0
2026-04-17T11:25:00+05:30,24274.2,24279.5,24266.25,24275.25,24400.95,24102.8,0,0
2026-04-17T11:30:00+05:30,24275.8,24287.65,24273.5,24287,24400.95,24102.8,0,0
2026-04-17T11:35:00+05:30,24287.25,24293.9,24283.25,24289.15,24400.95,24102.8,0,0
2026-04-17T11:40:00+05:30,24290,24302.6,24287.6,24294.9,24400.95,24102.8,0,0
2026-04-17T11:45:00+05:30,24295.6,24296.35,24278.45,24282.45,24400.95,24102.8,0,0
2026-04-17T11:50:00+05:30,24283.3,24319.1,24282.65,24316.45,24400.95,24102.8,0,0
2026-04-17T11:55:00+05:30,24316.05,24323.1,24269.65,24271.45,24400.95,24102.8,0,1
2026-04-17T12:00:00+05:30,24271.65,24277.15,24253.15,24261.35,24400.95,24102.8,0,0
2026-04-17T12:05:00+05:30,24261.1,24292.55,24258.3,24286.3,24400.95,24102.8,0,0
2026-04-17T12:10:00+05:30,24286,24287.95,24277.65,24285.6,24400.95,24102.8,0,0
2026-04-17T12:15:00+05:30,24286.2,24293.7,24281.6,24286.55,24400.95,24102.8,0,0
2026-04-17T12:20:00+05:30,24287.2,24290.35,24280.7,24288.4,24400.95,24102.8,0,0
2026-04-17T12:25:00+05:30,24288.55,24291.65,24282.5,24284,24400.95,24102.8,0,0
2026-04-17T12:30:00+05:30,24283.95,24285.05,24264.8,24265.35,24400.95,24102.8,0,0
2026-04-17T12:35:00+05:30,24265.05,24272.65,24263.75,24265.1,24400.95,24102.8,0,0
2026-04-17T12:40:00+05:30,24264.25,24275.85,24260.25,24267,24400.95,24102.8,0,0
2026-04-17T12:45:00+05:30,24267.15,24277.95,24266.2,24272.2,24400.95,24102.8,0,0
2026-04-17T12:50:00+05:30,24272.7,24275.15,24259.95,24265.35,24400.95,24102.8,0,0
2026-04-17T12:55:00+05:30,24264.95,24269.15,24259.9,24266.1,24400.95,24102.8,0,0
2026-04-17T13:00:00+05:30,24267,24275.3,24264.85,24269.8,24400.95,24102.8,0,0
2026-04-17T13:05:00+05:30,24269,24286.3,24267.8,24284.8,24400.95,24102.8,0,0
2026-04-17T13:10:00+05:30,24284.85,24292.95,24283.75,24285.05,24400.95,24102.8,0,0
2026-04-17T13:15:00+05:30,24284.3,24287.05,24269.5,24271.95,24400.95,24102.8,0,0
2026-04-17T13:20:00+05:30,24270.8,24284.05,24268.05,24273.75,24400.95,24102.8,0,0
2026-04-17T13:25:00+05:30,24273.55,24289.35,24265.4,24289.35,24400.95,24102.8,0,0
2026-04-17T13:30:00+05:30,24289.5,24296.3,24287.45,24296.3,24400.95,24102.8,0,0
2026-04-17T13:35:00+05:30,24296.2,24302.35,24289.25,24301.05,24400.95,24102.8,0,0
2026-04-17T13:40:00+05:30,24300.25,24312.8,24299.4,24301.9,24400.95,24102.8,0,0
2026-04-17T13:45:00+05:30,24301.6,24309.1,24301.5,24306.3,24400.95,24102.8,0,0
2026-04-17T13:50:00+05:30,24306.15,24308.05,24299.75,24304,24400.95,24102.8,0,0
2026-04-17T13:55:00+05:30,24304.25,24308.3,24294.05,24303.3,24400.95,24102.8,0,0
2026-04-17T14:00:00+05:30,24303.65,24311.7,24301.8,24302.6,24400.95,24102.8,0,0
2026-04-17T14:05:00+05:30,24302.5,24316,24300.85,24312.25,24400.95,24102.8,0,0
2026-04-17T14:10:00+05:30,24312.55,24317.75,24305.45,24306.85,24400.95,24102.8,0,0
2026-04-17T14:15:00+05:30,24307.5,24320.1,24306.65,24316.75,24400.95,24102.8,0,0
2026-04-17T14:20:00+05:30,24316.9,24327.1,24313,24324.65,24400.95,24102.8,0,0
2026-04-17T14:25:00+05:30,24323.05,24326.25,24305.1,24307.1,24400.95,24102.8,0,1
2026-04-17T14:30:00+05:30,24307.4,24315.85,24304.75,24314.2,24400.95,24102.8,0,0
2026-04-17T14:35:00+05:30,24314.3,24329.6,24308.2,24325.05,24400.95,24102.8,0,0
2026-04-17T14:40:00+05:30,24325.45,24343.4,24323.35,24340.45,24400.95,24102.8,0,0
2026-04-17T14:45:00+05:30,24339.85,24357.8,24338,24348.4,24400.95,24102.8,0,0
2026-04-17T14:50:00+05:30,24349,24356.55,24346,24351.05,24400.95,24102.8,0,0
2026-04-17T14:55:00+05:30,24349.1,24352.75,24342.2,24349.85,24400.95,24102.8,0,0
2026-04-17T15:00:00+05:30,24349.6,24356.8,24320.1,24350.15,24400.95,24102.8,0,0
2026-04-17T15:05:00+05:30,24349.35,24358.25,24343.95,24352.25,24400.95,24102.8,0,0
2026-04-17T15:10:00+05:30,24350.9,24356.25,24349.3,24354.55,24400.95,24102.8,0,0
2026-04-17T15:15:00+05:30,24353.65,24363.6,24348.1,24361.75,24400.95,24102.8,0,0
2026-04-17T15:20:00+05:30,24360.8,24368.85,24356,24367.2,24400.95,24102.8,0,0
2026-04-17T15:25:00+05:30,24367.8,24371.9,24358.6,24366.9,24400.95,24102.8,0,0
2026-04-20T09:15:00+05:30,24413.35,24420.2,24241.25,24339.55,24371.9,24096.05,1,1
2026-04-20T09:20:00+05:30,24340.25,24396.85,24340.25,24395.85,24371.9,24096.05,0,0
2026-04-20T09:25:00+05:30,24393,24417.35,24378.8,24383,24371.9,24096.05,0,0
2026-04-20T09:30:00+05:30,24383.15,24389.75,24339.05,24357.9,24371.9,24096.05,0,1
2026-04-20T09:35:00+05:30,24360.25,24371.75,24334.7,24343.3,24371.9,24096.05,0,0
2026-04-20T09:40:00+05:30,24342.85,24352.7,24295.6,24302.75,24371.9,24096.05,0,1
2026-04-20T09:45:00+05:30,24301.85,24305.9,24281.2,24296.55,24371.9,24096.05,0,0
2026-04-20T09:50:00+05:30,24297.1,24338.7,24285.5,24338.15,24371.9,24096.05,0,0
