date,part,side,strike,leg_id,entry_kind,entry_time,entry_cost,sl_level,target_level,exit_time,exit_price,exit_reason,pnl_points,pnl_inr,dte
2023-05-25,P1,CE,62300.0,2023-05-25_P1_CE_62300,INITIAL,2023-05-25 09:45:00+05:30,17.7,22.125,1.77,2023-05-25 15:10:00+05:30,22.125,SL,-4.425000000000001,-88.50000000000001,1
2023-05-25,P1,PE,61200.0,2023-05-25_P1_PE_61200,INITIAL,2023-05-25 09:45:00+05:30,30.0,37.5,3.0,2023-05-25 12:05:00+05:30,37.5,SL,-7.5,-150.0,1
2023-05-25,P1,PE,61200.0,2023-05-25_P1_PE_61200,REENTRY,2023-05-25 14:30:00+05:30,30.0,37.5,3.0,2023-05-25 15:07:00+05:30,14.35,EOD_LAST_AVAILABLE,15.65,313.0,1
2023-05-25,P2,PE,61800.0,2023-05-25_P2_PE_61800,INITIAL,2023-05-25 15:00:00+05:30,96.85,121.0625,9.685,2023-05-25 15:04:00+05:30,121.0625,SL,-24.212500000000006,-484.2500000000001,1
2023-05-25,P2,CE,61800.0,2023-05-25_P2_CE_61800,INITIAL,2023-05-25 13:06:00+05:30,64.0,80.0,6.4,2023-05-25 14:21:00+05:30,80.0,SL,-16.0,-320.0,1
2023-05-26,P1,PE,61500.0,2023-05-26_P1_PE_61500,INITIAL,2023-05-26 09:45:00+05:30,3.0,3.75,0.30000000000000004,2023-05-26 11:46:00+05:30,0.30000000000000004,TARGET,2.7,54.0,0
2023-05-26,P2,PE,62100.0,2023-05-26_P2_PE_62100,INITIAL,2023-05-26 11:46:00+05:30,28.0,35.0,2.8000000000000003,2023-05-26 13:54:00+05:30,2.8000000000000003,TARGET,25.2,504.0,0
2023-05-30,P1,PE,62400.0,2023-05-30_P1_PE_62400,INITIAL,2023-05-30 09:45:00+05:30,105.2,131.5,10.520000000000001,2023-05-30 11:01:00+05:30,131.5,SL,-26.299999999999997,-526.0,3
2023-05-30,P1,PE,62400.0,2023-05-30_P1_PE_62400,REENTRY,2023-05-30 11:29:00+05:30,105.2,131.5,10.520000000000001,2023-05-30 15:28:00+05:30,80.2,EOD,25.0,500.0,3
2023-05-30,P2,PE,63000.0,2023-05-30_P2_PE_63000,INITIAL,2023-05-30 15:25:00+05:30,225.0,281.25,22.5,2023-05-30 15:28:00+05:30,227.65,EOD,-2.6500000000000057,-53.000000000000114,3
2023-05-30,P2,CE,63000.0,2023-05-30_P2_CE_63000,INITIAL,2023-05-30 12:45:00+05:30,186.0,232.5,18.6,2023-05-30 14:07:00+05:30,232.5,SL,-46.5,-930.0,3
2023-05-31,P1,CE,63300.0,2023-05-31_P1_CE_63300,INITIAL,2023-05-31 09:45:00+05:30,57.4,71.75,5.74,2023-05-31 15:28:00+05:30,37.0,EOD,20.4,408.0,2
2023-05-31,P2,CE,62700.0,2023-05-31_P2_CE_62700,INITIAL,2023-05-31 11:46:00+05:30,168.15,210.1875,16.815,2023-05-31 14:00:00+05:30,210.1875,SL,-42.037499999999994,-840.7499999999999,2
2023-05-31,P2,CE,62700.0,2023-05-31_P2_CE_62700,REENTRY,2023-05-31 15:05:00+05:30,168.15,210.1875,16.815,2023-05-31 15:19:00+05:30,210.1875,SL,-42.037499999999994,-840.7499999999999,2
2023-06-01,P1,CE,63200.0,2023-06-01_P1_CE_63200,INITIAL,2023-06-01 09:45:00+05:30,16.45,20.5625,1.645,2023-06-01 10:04:00+05:30,20.5625,SL,-4.112500000000001,-82.25000000000001,1
2023-06-01,P1,CE,63200.0,2023-06-01_P1_CE_63200,REENTRY,2023-06-01 10:10:00+05:30,16.45,20.5625,1.645,2023-06-01 15:28:00+05:30,9.0,EOD,7.449999999999999,149.0,1
2023-06-01,P2,CE,62700.0,2023-06-01_P2_CE_62700,INITIAL,2023-06-01 12:04:00+05:30,123.6,154.5,12.36,2023-06-01 12:25:00+05:30,154.5,SL,-30.900000000000006,-618.0000000000001,1
2023-06-01,P2,CE,62700.0,2023-06-01_P2_CE_62700,REENTRY,2023-06-01 12:47:00+05:30,123.6,154.5,12.36,2023-06-01 12:54:00+05:30,154.5,SL,-30.900000000000006,-618.0000000000001,1
2023-06-02,P1,CE,63200.0,2023-06-02_P1_CE_63200,INITIAL,2023-06-02 09:45:00+05:30,2.5,3.125,0.25,2023-06-02 12:56:00+05:30,0.25,TARGET,2.25,45.0,0
2023-06-02,P2,PE,62600.0,2023-06-02_P2_PE_62600,INITIAL,2023-06-02 13:29:00+05:30,28.15,35.1875,2.815,2023-06-02 14:08:00+05:30,35.1875,SL,-7.037500000000001,-140.75000000000003,0
2023-06-02,P2,PE,62600.0,2023-06-02_P2_PE_62600,REENTRY,2023-06-02 15:01:00+05:30,28.15,35.1875,2.815,2023-06-02 15:20:00+05:30,35.1875,SL,-7.037500000000001,-140.75000000000003,0
2023-06-06,P1,CE,63400.0,2023-06-06_P1_CE_63400,INITIAL,2023-06-06 09:45:00+05:30,62.45,78.0625,6.245000000000001,2023-06-06 15:22:00+05:30,36.35,EOD_LAST_AVAILABLE,26.1,522.0,3
2023-06-06,P1,PE,62200.0,2023-06-06_P1_PE_62200,INITIAL,2023-06-06 09:45:00+05:30,71.0,88.75,7.1000000000000005,2023-06-06 10:51:00+05:30,88.75,SL,-17.75,-355.0,3
2023-06-06,P1,PE,62200.0,2023-06-06_P1_PE_62200,REENTRY,2023-06-06 15:00:00+05:30,71.0,88.75,7.1000000000000005,2023-06-06 15:28:00+05:30,48.35,EOD,22.65,453.0,3
2023-06-06,P2,PE,62800.0,2023-06-06_P2_PE_62800,INITIAL,2023-06-06 15:13:00+05:30,190.0,237.5,19.0,2023-06-06 15:28:00+05:30,196.35,EOD,-6.349999999999994,-126.99999999999989,3
2023-06-06,P2,CE,62800.0,2023-06-06_P2_CE_62800,INITIAL,2023-06-06 12:06:00+05:30,170.9,213.625,17.09,2023-06-06 13:47:00+05:30,213.625,SL,-42.724999999999994,-854.4999999999999,3
2023-06-06,P2,CE,62800.0,2023-06-06_P2_CE_62800,REENTRY,2023-06-06 14:00:00+05:30,170.9,213.625,17.09,2023-06-06 15:10:00+05:30,213.625,SL,-42.724999999999994,-854.4999999999999,3
2023-06-07,P1,CE,63500.0,2023-06-07_P1_CE_63500,INITIAL,2023-06-07 09:45:00+05:30,30.0,37.5,3.0,2023-06-07 12:49:00+05:30,37.5,SL,-7.5,-150.0,2
2023-06-07,P1,CE,63500.0,2023-06-07_P1_CE_63500,REENTRY,2023-06-07 13:00:00+05:30,30.0,37.5,3.0,2023-06-07 13:24:00+05:30,37.5,SL,-7.5,-150.0,2
2023-06-07,P1,PE,62300.0,2023-06-07_P1_PE_62300,INITIAL,2023-06-07 09:45:00+05:30,54.95,68.6875,5.495000000000001,2023-06-07 15:28:00+05:30,39.8,EOD,15.150000000000006,303.0000000000001,2
2023-06-07,P2,PE,62900.0,2023-06-07_P2_PE_62900,INITIAL,2023-06-07 12:45:00+05:30,166.0,207.5,16.6,2023-06-07 15:28:00+05:30,112.85,EOD,53.150000000000006,1063.0,2
2023-06-08,P1,CE,63800.0,2023-06-08_P1_CE_63800,INITIAL,2023-06-08 09:45:00+05:30,4.1,5.125,0.41,2023-06-08 15:28:00+05:30,2.0,EOD,2.0999999999999996,41.99999999999999,1
2023-06-08,P1,PE,62600.0,2023-06-08_P1_PE_62600,INITIAL,2023-06-08 09:45:00+05:30,18.5,23.125,1.85,2023-06-08 12:01:00+05:30,23.125,SL,-4.625,-92.5,1
2023-06-08,P1,PE,62600.0,2023-06-08_P1_PE_62600,REENTRY,2023-06-08 12:08:00+05:30,18.5,23.125,1.85,2023-06-08 13:10:00+05:30,23.125,SL,-4.625,-92.5,1
2023-06-08,P2,CE,63200.0,2023-06-08_P2_CE_63200,INITIAL,2023-06-08 11:50:00+05:30,127.45,159.3125,12.745000000000001,2023-06-08 15:28:00+05:30,24.95,EOD,102.5,2050.0,1
2023-06-09,P1,CE,63400.0,2023-06-09_P1_CE_63400,INITIAL,2023-06-09 09:45:00+05:30,1.9,2.375,0.19,2023-06-09 13:34:00+05:30,0.19,TARGET,1.71,34.2,0
2023-06-09,P1,PE,62200.0,2023-06-09_P1_PE_62200,INITIAL,2023-06-09 09:45:00+05:30,2.0,2.5,0.2,2023-06-09 09:46:00+05:30,2.5,SL,-0.5,-10.0,0
2023-06-09,P1,PE,62200.0,2023-06-09_P1_PE_62200,REENTRY,2023-06-09 09:47:00+05:30,2.0,2.5,0.2,2023-06-09 14:51:00+05:30,0.2,TARGET,1.8,36.0,0
2023-06-09,P2,CE,62800.0,2023-06-09_P2_CE_62800,INITIAL,2023-06-09 13:28:00+05:30,59.0,73.75,5.9,2023-06-09 14:24:00+05:30,5.9,TARGET,53.1,1062.0,0
2023-06-13,P1,PE,62500.0,2023-06-13_P1_PE_62500,INITIAL,2023-06-13 09:45:00+05:30,76.05,95.0625,7.605,2023-06-13 15:28:00+05:30,58.05,EOD,18.0,360.0,3
2023-06-13,P2,PE,63100.0,2023-06-13_P2_PE_63100,INITIAL,2023-06-13 15:10:00+05:30,202.35,252.9375,20.235,2023-06-13 15:28:00+05:30,248.9,EOD,-46.55000000000001,-931.0000000000002,3
