date,instrument,expiry_date,option_type,strike,strike_offset,pair_high,pair_low,pair_bar1_time,pair_bar2_time,range_size,sl_spot,tp_spot,trigger_time,spot_at_trigger,trigger_option_close,entry_time,spot_at_entry,entry_price,exit_time,spot_at_exit,exit_price,exit_reason,pnl_points,pnl_inr,lot_size
2026-04-09,NIFTY,2026-04-13,CE,24000,3,23858.85,23845.1,12:38,12:39,13.75,23845.1,23875.35,12:40,23863.65,138.25,12:41,23863.05,138.2,12:47,23824.15,127.9,SL,-10.299999999999983,-669.4999999999989,65
2026-04-09,NIFTY,2026-04-13,CE,23950,3,23817.1,23805.25,12:48,12:49,11.849999999998545,23805.25,23831.319999999996,12:51,23818.6,141.25,12:52,23819.25,141.5,12:55,23830.6,146.05,TP,4.550000000000011,295.75000000000074,65
2026-04-09,NIFTY,2026-04-13,PE,23700,-3,23839.65,23830.6,12:55,12:56,9.05000000000291,23839.65,23819.739999999994,13:02,23828.05,142.55,13:03,23828.1,143.0,13:07,23820.55,142.2,TP,-0.8000000000000114,-52.00000000000074,65
2026-04-09,NIFTY,2026-04-13,PE,23700,-2,23836.95,23816.85,13:06,13:07,20.100000000002183,23836.95,23792.729999999996,13:11,23815.95,147.25,13:12,23814.9,148.55,13:22,23773.7,168.35,TP,19.799999999999983,1286.9999999999989,65
2026-04-09,NIFTY,2026-04-13,PE,23600,-3,23796.05,23767.8,13:21,13:22,28.25,23796.05,23733.899999999998,13:31,23764.2,136.0,13:32,23763.05,137.2,13:37,23792.0,122.55,SL,-14.649999999999991,-952.2499999999994,65
2026-04-09,NIFTY,2026-04-13,PE,23650,-2,23798.95,23776.7,13:36,13:37,22.25,23798.95,23750.0,13:39,23773.2,149.25,13:40,23773.35,148.7,13:48,23743.95,162.35,TP,13.650000000000006,887.2500000000003,65
2026-04-09,NIFTY,2026-04-13,CE,23900,2,23765.5,23740.15,13:47,13:48,25.349999999998545,23740.15,23795.92,13:50,23775.85,148.05,13:51,23777.25,147.65,14:09,23797.2,151.95,TP,4.299999999999983,279.49999999999886,65
2026-04-09,NIFTY,2026-04-13,PE,23650,-2,23800.0,23784.5,14:08,14:09,15.5,23800.0,23765.9,14:10,23766.5,147.9,14:11,23766.8,147.45,14:12,23761.3,149.55,TP,2.1000000000000227,136.50000000000148,65
2026-04-09,NIFTY,2026-04-13,PE,23650,-2,23773.55,23752.8,14:11,14:12,20.75,23773.55,23727.899999999998,14:15,23752.3,153.3,14:16,23750.75,154.6,14:24,23726.7,160.95,TP,6.349999999999994,412.74999999999966,65
2026-04-09,NIFTY,2026-04-13,PE,23600,-2,23736.85,23721.4,14:23,14:24,15.44999999999709,23736.85,23702.860000000004,14:26,23715.75,151.5,14:27,23715.05,152.1,14:32,23686.75,162.7,TP,10.599999999999994,688.9999999999997,65
2026-04-09,NIFTY,2026-04-13,CE,23850,3,23721.9,23682.8,14:31,14:32,39.10000000000218,23682.8,23768.820000000003,14:42,23722.4,145.9,14:43,23723.05,146.6,14:45,23728.05,149.5,EOD,2.9000000000000057,188.50000000000037,65
2026-04-10,NIFTY,2026-04-13,CE,24000,1,23956.7,23935.8,09:17,09:18,20.900000000001455,23935.8,23981.780000000002,09:19,23965.7,137.3,09:20,23966.25,137.85,09:25,23918.85,126.55,SL,-11.299999999999997,-734.4999999999998,65
2026-04-10,NIFTY,2026-04-13,PE,23900,0,23944.2,23917.05,09:24,09:25,27.150000000001455,23944.2,23884.469999999998,09:26,23913.95,153.1,09:27,23914.55,154.35,09:31,23945.6,137.4,SL,-16.94999999999999,-1101.7499999999993,65
2026-04-10,NIFTY,2026-04-13,CE,24000,1,23950.9,23935.1,09:30,09:31,15.80000000000291,23935.1,23969.860000000004,09:33,23952.2,137.6,09:34,23952.1,136.7,09:36,23925.85,126.6,SL,-10.099999999999994,-656.4999999999997,65
2026-04-10,NIFTY,2026-04-13,CE,24000,1,23944.05,23921.85,09:35,09:36,22.200000000000728,23921.85,23970.69,09:42,23948.85,133.3,09:43,23949.4,133.4,09:48,23982.25,146.15,TP,12.75,828.75,65
2026-04-10,NIFTY,2026-04-13,CE,24000,0,23992.5,23967.05,09:47,09:48,25.450000000000728,23967.05,24023.04,10:00,23995.85,151.7,10:01,23995.7,151.6,10:06,23925.5,127.05,SL,-24.549999999999997,-1595.7499999999998,65
2026-04-10,NIFTY,2026-04-13,CE,24000,0,23973.95,23916.3,10:05,10:06,57.650000000001455,23916.3,24043.13,10:11,23976.1,140.45,10:12,23975.65,140.5,14:00,24041.2,171.5,TP,31.0,2015.0,65
2026-04-10,NIFTY,2026-04-13,PE,24050,0,24048.2,24033.4,13:59,14:00,14.799999999999272,24048.2,24015.640000000003,14:02,24031.85,145.7,14:03,24031.65,145.65,14:15,24020.4,153.5,TP,7.849999999999994,510.24999999999966,65
2026-04-10,NIFTY,2026-04-13,CE,24000,0,24001.75,23957.45,14:16,14:17,44.29999999999927,23957.45,24054.91,14:20,24002.25,142.35,14:21,24001.25,143.05,14:25,23956.6,121.9,SL,-21.150000000000006,-1374.7500000000005,65
2026-04-10,NIFTY,2026-04-13,CE,24000,0,23968.85,23949.3,14:24,14:25,19.549999999999272,23949.3,23992.309999999998,14:30,23978.2,124.7,14:31,23979.0,124.05,14:37,23958.95,121.45,SL,-2.5999999999999943,-168.99999999999963,65
2026-04-13,NIFTY,2026-04-13,CE,23700,0,23699.7,23555.6,09:15,09:16,144.10000000000218,23555.6,23872.620000000003,10:21,23709.55,80.2,10:22,23709.3,78.05,13:54,23870.6,177.6,TP,99.55,6470.75,65
2026-04-13,NIFTY,2026-04-13,PE,23900,0,23907.4,23894.6,13:57,13:58,12.80000000000291,23907.4,23879.239999999994,13:59,23893.7,43.9,14:00,23893.05,43.15,14:06,23872.05,49.05,TP,5.899999999999999,383.4999999999999,65
2026-04-13,NIFTY,2026-04-13,PE,23850,0,23876.65,23858.3,14:06,14:07,18.350000000002183,23876.65,23836.279999999995,14:09,23855.35,33.6,14:10,23854.2,33.95,14:12,23837.15,46.15,TP,12.199999999999996,792.9999999999998,65
2026-04-13,NIFTY,2026-04-13,CE,23850,0,23849.15,23835.2,14:11,14:12,13.950000000000728,23835.2,23865.890000000003,14:14,23854.5,34.55,14:15,23854.75,34.65,14:18,23851.55,34.1,SL,-0.5499999999999972,-35.749999999999815,65
2026-04-13,NIFTY,2026-04-13,CE,23850,0,23865.25,23834.6,14:17,14:18,30.650000000001455,23834.6,23902.030000000002,14:22,23866.65,39.0,14:23,23866.2,38.2,14:45,23871.85,31.1,EOD,-7.100000000000001,-461.5000000000001,65
