time,open,high,low,close,EMA,Volume,RSI,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2026-03-19T11:29:00+05:30,23233.75,23234.05,23224.45,23228.05,23235.487418280038,766294,42.73115490454281,,,,
2026-03-19T11:30:00+05:30,23227.35,23237.8,23225.55,23236.95,23235.670240995034,790317,48.209425374575964,,,,
2026-03-19T11:31:00+05:30,23236.8,23243.7,23231.6,23243.65,23236.667710870654,793121,51.93683315411317,,,,
2026-03-19T11:32:00+05:30,23243.7,23247.9,23240.45,23241.95,23237.327997011824,845899,50.93514502558787,,,,
2026-03-19T11:33:00+05:30,23246.1,23246.1,23236.5,23238.6,23237.486997385346,802001,48.932362403841736,,,,
2026-03-19T11:34:00+05:30,23238.55,23250.1,23236.15,23248.9,23238.913622712178,827492,54.81518649740377,,,,
2026-03-19T11:35:00+05:30,23246.75,23248.8,23243.7,23248.75,23240.143169873154,517974,54.71633214630885,,,,
2026-03-19T11:36:00+05:30,23248.55,23253.85,23244.6,23247.4,23241.05027363901,432941,53.776363181641656,,,,
2026-03-19T11:37:00+05:30,23247.6,23250.75,23241.6,23244.95,23241.537739434134,584798,52.02948327516238,,,,
2026-03-19T11:38:00+05:30,23248.05,23248.95,23242.8,23243.75,23241.814272004867,462575,51.15300209931342,,,,
2026-03-19T11:39:00+05:30,23243.5,23243.5,23237.65,23240.6,23241.66248800426,1698992,48.82773089247977,,,,
2026-03-19T11:40:00+05:30,23240.35,23240.35,23229.2,23236.2,23240.979677003725,626968,45.70258660591671,,,,
2026-03-19T11:41:00+05:30,23236.6,23238.8,23233.6,23233.6,23240.05721737826,523228,43.91399244479817,,,,
2026-03-19T11:42:00+05:30,23234.55,23243.3,23232.75,23241.15,23240.193815205977,1063420,50.02963177642935,,,,
2026-03-19T11:43:00+05:30,23240.95,23244.45,23236.7,23239.15,23240.06333830523,1233201,48.52032080168953,,,,
2026-03-19T11:44:00+05:30,23239.55,23246.75,23239.05,23241.65,23240.261671017077,494985,50.529383287272466,,,,
2026-03-19T11:45:00+05:30,23241.6,23244.1,23236.95,23240.9,23240.341462139942,492910,49.900216225906874,,,,
2026-03-19T11:46:00+05:30,23241.7,23257.4,23239.9,23255.85,23242.28002937245,1201795,60.46706805722366,,,,
2026-03-19T11:47:00+05:30,23253.9,23259,23253.65,23257.85,23244.226275700894,496795,61.632916351398386,,,,
2026-03-19T11:48:00+05:30,23257.25,23260,23255.1,23255.8,23245.672991238283,749577,59.68983083913453,,,,
2026-03-19T11:49:00+05:30,23255.1,23255.1,23241.4,23246.2,23245.738867333497,592755,51.501406498854855,,,,
2026-03-19T11:50:00+05:30,23246.45,23247.8,23242.45,23247.1,23245.90900891681,472957,52.16394528275562,,,,
2026-03-19T11:51:00+05:30,23247.5,23252.55,23245.8,23246.85,23246.026632802208,602722,51.95163863386366,,,,
2026-03-19T11:52:00+05:30,23246.5,23256.05,23245.15,23255.3,23247.185803701934,829666,58.15140632317459,,,,
2026-03-19T11:53:00+05:30,23255.7,23256.8,23245.15,23247.85,23247.26882823919,650995,51.80467601237624,,,,
2026-03-19T11:54:00+05:30,23247.15,23248.15,23244.35,23245.9,23247.097724709292,625470,50.25848813343335,,,,
2026-03-19T11:55:00+05:30,23245.6,23247.15,23237.85,23245,23246.835509120632,694994,49.52380530144572,,,,
2026-03-19T11:56:00+05:30,23245.55,23248,23238.85,23238.85,23245.837320480554,523146,44.71376214171168,,,,
2026-03-19T11:57:00+05:30,23238.8,23244.95,23237.5,23241.9,23245.345155420484,499104,47.44021475988048,,,,
2026-03-19T11:58:00+05:30,23240.75,23242.9,23236.2,23242.85,23245.033260992925,513134,48.29551304106883,,,,
2026-03-19T11:59:00+05:30,23242.4,23244.55,23240.25,23241.05,23244.53535336881,903092,46.743418847301335,,,,
2026-03-19T12:00:00+05:30,23241.9,23242.15,23232.15,23234.35,23243.26218419771,952008,41.40893578488577,,,,
2026-03-19T12:01:00+05:30,23234.7,23240.55,23233.8,23234.7,23242.191911172995,474121,41.78270353405913,,,,
2026-03-19T12:02:00+05:30,23235.8,23244.2,23233.75,23243.95,23242.411672276372,516654,50.72859730708584,,,,
2026-03-19T12:03:00+05:30,23243.8,23245.15,23230.85,23231.8,23241.085213241826,750693,41.67079705022593,,,,
2026-03-19T12:04:00+05:30,23232,23232.55,23226.35,23231.6,23239.899561586597,535054,41.53931465302915,,,,
2026-03-19T12:05:00+05:30,23232.65,23235.3,23227.95,23232.9,23239.024616388273,1164706,42.80262468933472,,,,
2026-03-19T12:06:00+05:30,23232.4,23240.1,23230.1,23239.1,23239.03403933974,730630,48.516693856919275,,,,
2026-03-19T12:07:00+05:30,23240.15,23240.8,23229.1,23229.1,23237.79228442227,809365,41.34269687025642,,,,
2026-03-19T12:08:00+05:30,23231.15,23231.15,23217.85,23223.5,23236.005748869487,798642,37.95781220997445,,,,
2026-03-19T12:09:00+05:30,23224.45,23236.1,23223.7,23234,23235.7550302608,773598,46.75962509868722,,,,
2026-03-19T12:10:00+05:30,23231.9,23238.15,23231.35,23234.05,23235.5419014782,537055,46.79833086539403,,,,
2026-03-19T12:11:00+05:30,23232.8,23241.4,23226.9,23241.25,23236.255413793424,667567,52.18863074044009,,,,
2026-03-19T12:12:00+05:30,23241.2,23255.35,23239.8,23248.7,23237.810987069246,1218106,57.03895692320786,,,,
2026-03-19T12:13:00+05:30,23248.5,23254.1,23247.5,23253.9,23239.82211368559,784186,60.08286075575757,,,,
2026-03-19T12:14:00+05:30,23253.45,23268.75,23251.35,23265.5,23243.03184947489,1013750,65.88902791609843,,,,
2026-03-19T12:15:00+05:30,23263.65,23268.6,23260,23268.25,23246.18411829053,611456,67.11040031544917,,,,
2026-03-19T12:16:00+05:30,23268.5,23275.8,23265.15,23265.8,23248.636103504214,1747874,64.88148851041558,,,,
2026-03-19T12:17:00+05:30,23265.15,23279.05,23257.1,23275.8,23252.03159056619,857257,69.35529413548035,,,,
2026-03-19T12:18:00+05:30,23275.7,23281.15,23274.25,23280.9,23255.640141745414,584540,71.35921595237116,,,,
2026-03-19T12:19:00+05:30,23281.2,23281.2,23275.2,23276.75,23258.278874027237,582688,67.49164799875474,,,,
2026-03-19T12:20:00+05:30,23276.1,23276.3,23256.55,23258,23258.24401477383,744227,53.40756643475209,,,,
2026-03-19T12:21:00+05:30,23258.05,23259.25,23250.55,23252.15,23257.4822629271,666770,49.90819803440113,,,,
2026-03-19T12:22:00+05:30,23251.85,23254.8,23245.25,23247.8,23256.271980061214,750765,47.420100392028395,,,,
2026-03-19T12:23:00+05:30,23247.15,23251.55,23241.55,23242.9,23254.600482553564,637907,44.71584045399678,,,,
2026-03-19T12:24:00+05:30,23242.5,23246.25,23238.95,23245.95,23253.51917223437,798874,46.75139454031975,,,,
2026-03-19T12:25:00+05:30,23244.95,23255.05,23241.55,23254.65,23253.660525705072,842172,52.162147512913144,,,,
2026-03-19T12:26:00+05:30,23255.2,23257.95,23246.05,23250.4,23253.25295999194,610308,49.51521714229791,,,,
2026-03-19T12:27:00+05:30,23249.65,23254.95,23246.9,23248.5,23252.658839992946,597986,48.334373217655575,,,,
2026-03-19T12:28:00+05:30,23248.2,23249.1,23240.95,23244.4,23251.626484993827,462456,45.79632770802904,,,,
2026-03-19T12:29:00+05:30,23244.1,23255.25,23243.65,23254.85,23252.029424369597,755637,52.62463421321321,,,,
2026-03-19T12:30:00+05:30,23254.9,23264.7,23254.75,23257.95,23252.7694963234,565368,54.45750237558244,,,,
2026-03-19T12:31:00+05:30,23258.55,23259.8,23242.7,23243.8,23251.648309282973,633612,45.75579985513751,,,,
2026-03-19T12:32:00+05:30,23243.5,23246.9,23240.45,23243.65,23250.648520622603,439385,45.672485341995284,,,,
2026-03-19T12:33:00+05:30,23245.05,23245.35,23235.85,23240.25,23249.348705544777,601670,43.72884948863455,,,,
2026-03-19T12:34:00+05:30,23240.1,23250.6,23239.5,23248.95,23249.29886735168,512182,49.63511689622781,,,,
