instrument,direction,option_type,strike,expiry_type,expiry_code,signal_time,base_price,parts_filled,total_levels,avg_entry_price,exit_time,exit_price,exit_reason,pnl,pnl_pct,money_pnl,lot_size,status,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price
NIFTY,sell,STRADDLE,23250.0,MONTH,2,2025-01-20 11:03:00+05:30,1009.1,1,1,1009.1,2025-01-20 11:06:00+05:30,985.7,TARGET,23.399999999999977,2.318898027945692,1754.9999999999982,75,CLOSED,23250.0,23250.0,600.45,408.65,608.7,377.0
NIFTY,sell,STRADDLE,23350.0,MONTH,2,2025-01-20 12:24:00+05:30,1002.35,1,1,1002.35,2025-01-20 12:45:00+05:30,990.5,TARGET,11.850000000000023,1.1822217788197757,888.7500000000017,75,CLOSED,23350.0,23350.0,600.75,401.6,585.35,405.15
NIFTY,sell,STRADDLE,23350.0,MONTH,2,2025-01-20 12:51:00+05:30,1005.15,1,1,1005.15,2025-01-20 12:59:00+05:30,994.05,TARGET,11.100000000000023,1.104312789135952,832.5000000000017,75,CLOSED,23350.0,23350.0,600.0,405.15,591.9,402.15
NIFTY,sell,STRADDLE,23350.0,MONTH,2,2025-01-20 13:49:00+05:30,999.0,1,1,999.0,2025-01-20 14:45:00+05:30,992.0500000000001,EOD,6.949999999999932,0.6956956956956889,521.2499999999949,75,CLOSED,23350.0,23350.0,597.7,401.3,597.95,394.1
NIFTY,sell,STRADDLE,23400.0,MONTH,2,2025-01-21 09:31:00+05:30,991.95,1,1,991.95,2025-01-21 10:59:00+05:30,1023.25,STOP_LOSS,-31.299999999999955,-3.1554009778718637,-2347.4999999999964,75,CLOSED,23400.0,23400.0,572.0,419.95,484.0,539.25
NIFTY,sell,STRADDLE,23100.0,MONTH,2,2025-01-21 14:35:00+05:30,1028.0,1,1,1028.0,2025-01-21 14:39:00+05:30,1017.6500000000001,TARGET,10.349999999999909,1.006809338521392,776.2499999999932,75,CLOSED,23100.0,23100.0,611.5,416.5,592.45,425.2
NIFTY,sell,STRADDLE,23050.0,MONTH,2,2025-01-22 11:42:00+05:30,1014.3000000000001,1,1,1014.3000000000001,2025-01-22 11:43:00+05:30,1003.45,TARGET,10.850000000000023,1.0697032436162892,813.7500000000017,75,CLOSED,23050.0,23050.0,598.45,415.85,598.45,405.0
NIFTY,sell,STRADDLE,23050.0,MONTH,2,2025-01-22 12:11:00+05:30,1029.2,1,1,1029.2,2025-01-22 12:14:00+05:30,998.45,TARGET,30.75,2.987757481539059,2306.25,75,CLOSED,23050.0,23050.0,603.0,426.2,573.45,425.0
NIFTY,sell,STRADDLE,23050.0,MONTH,2,2025-01-22 12:33:00+05:30,1031.55,1,1,1031.55,2025-01-22 12:42:00+05:30,993.2,TARGET,38.34999999999991,3.717706364209191,2876.249999999993,75,CLOSED,23050.0,23050.0,602.05,429.5,585.65,407.55
NIFTY,sell,STRADDLE,23050.0,MONTH,2,2025-01-22 13:52:00+05:30,1030.0,1,1,1030.0,2025-01-22 14:05:00+05:30,1008.0999999999999,TARGET,21.90000000000009,2.1262135922330185,1642.5000000000068,75,CLOSED,23050.0,23050.0,597.0,433.0,579.15,428.95
NIFTY,sell,STRADDLE,23150.0,MONTH,2,2025-01-22 14:38:00+05:30,1003.75,1,1,1003.75,2025-01-22 14:40:00+05:30,993.65,TARGET,10.100000000000023,1.0062266500622687,757.5000000000017,75,CLOSED,23150.0,23150.0,583.75,420.0,573.65,420.0
NIFTY,sell,STRADDLE,23150.0,MONTH,2,2025-01-23 09:36:00+05:30,990.15,1,1,990.15,2025-01-23 10:08:00+05:30,1016.8000000000001,STOP_LOSS,-26.65000000000009,-2.6915113871635703,-1998.7500000000068,75,CLOSED,23150.0,23150.0,580.0,410.15,632.95,383.85
NIFTY,sell,STRADDLE,23250.0,MONTH,2,2025-01-23 11:09:00+05:30,996.25,1,1,996.25,2025-01-23 11:10:00+05:30,970.0,TARGET,26.25,2.6348808030112925,1968.75,75,CLOSED,23250.0,23250.0,592.25,404.0,566.0,404.0
NIFTY,sell,STRADDLE,23200.0,MONTH,2,2025-01-23 11:20:00+05:30,984.85,1,1,984.85,2025-01-23 14:16:00+05:30,971.0,TARGET,13.850000000000023,1.4063055287607273,1038.7500000000018,75,CLOSED,23200.0,23200.0,594.0,390.85,595.75,375.25
NIFTY,sell,STRADDLE,23250.0,MONTH,2,2025-01-24 09:43:00+05:30,990.3,1,1,990.3,2025-01-24 09:45:00+05:30,971.0999999999999,TARGET,19.200000000000045,1.9388064222962784,1440.0000000000034,75,CLOSED,23250.0,23250.0,570.0,420.3,558.15,412.95
NIFTY,sell,STRADDLE,23150.0,MONTH,2,2025-01-24 10:23:00+05:30,1000.55,1,1,1000.55,2025-01-24 10:24:00+05:30,980.0,TARGET,20.549999999999955,2.053870371295783,1541.2499999999966,75,CLOSED,23150.0,23150.0,581.0,419.55,578.0,402.0
NIFTY,sell,STRADDLE,23250.0,MONTH,2,2025-01-24 11:15:00+05:30,977.05,1,1,977.05,2025-01-24 11:16:00+05:30,955.6500000000001,TARGET,21.399999999999864,2.1902666189038293,1604.9999999999898,75,CLOSED,23250.0,23250.0,579.0,398.05,572.7,382.95
NIFTY,sell,STRADDLE,23350.0,MONTH,2,2025-01-24 12:00:00+05:30,984.0,1,1,984.0,2025-01-24 12:02:00+05:30,922.25,TARGET,61.75,6.2754065040650415,4631.25,75,CLOSED,23350.0,23350.0,580.5,403.5,517.55,404.7
NIFTY,sell,STRADDLE,23200.0,MONTH,2,2025-01-24 13:26:00+05:30,957.7,1,1,957.7,2025-01-24 13:31:00+05:30,942.45,TARGET,15.25,1.5923566878980893,1143.75,75,CLOSED,23200.0,23200.0,552.1,405.6,545.0,397.45
NIFTY,sell,STRADDLE,23150.0,MONTH,2,2025-01-24 13:32:00+05:30,968.45,1,1,968.45,2025-01-24 13:33:00+05:30,952.45,TARGET,16.0,1.6521245288863649,1200.0,75,CLOSED,23150.0,23150.0,571.0,397.45,562.5,389.95
NIFTY,sell,STRADDLE,23000.0,MONTH,2,2025-01-27 09:34:00+05:30,968.85,1,1,968.85,2025-01-27 10:30:00+05:30,959.05,TARGET,9.800000000000068,1.0115084894462576,735.0000000000051,75,CLOSED,23000.0,23000.0,551.1,417.75,470.7,488.35
NIFTY,sell,STRADDLE,22850.0,MONTH,2,2025-01-27 10:54:00+05:30,981.55,1,1,981.55,2025-01-27 10:56:00+05:30,969.95,TARGET,11.599999999999909,1.1818042891345228,869.9999999999932,75,CLOSED,22850.0,22850.0,560.8,420.75,556.95,413.0
NIFTY,sell,STRADDLE,22900.0,MONTH,2,2025-01-27 13:01:00+05:30,996.2,1,1,996.2,2025-01-27 13:02:00+05:30,972.3,TARGET,23.90000000000009,2.3991166432443376,1792.5000000000068,75,CLOSED,22900.0,22900.0,562.65,433.55,536.65,435.65
NIFTY,sell,STRADDLE,22850.0,MONTH,2,2025-01-27 13:39:00+05:30,983.8,1,1,983.8,2025-01-27 13:44:00+05:30,969.85,TARGET,13.949999999999932,1.4179711323439654,1046.249999999995,75,CLOSED,22850.0,22850.0,550.35,433.45,551.0,418.85
NIFTY,sell,STRADDLE,22800.0,MONTH,2,2025-01-27 14:11:00+05:30,991.6,1,1,991.6,2025-01-27 14:45:00+05:30,995.8,EOD,-4.199999999999932,-0.4235578862444465,-314.9999999999949,75,CLOSED,22800.0,22800.0,573.1,418.5,574.85,420.95
NIFTY,sell,STRADDLE,22900.0,MONTH,2,2025-01-28 10:55:00+05:30,981.5,1,1,981.5,2025-01-28 10:56:00+05:30,971.4,TARGET,10.100000000000023,1.0290371879775877,757.5000000000017,75,CLOSED,22900.0,22900.0,560.0,421.5,560.0,411.4
NIFTY,sell,STRADDLE,22950.0,MONTH,2,2025-01-28 11:03:00+05:30,980.55,1,1,980.55,2025-01-28 11:14:00+05:30,968.85,TARGET,11.699999999999932,1.1932078935291348,877.4999999999949,75,CLOSED,22950.0,22950.0,570.0,410.55,553.85,415.0
NIFTY,sell,STRADDLE,23050.0,MONTH,2,2025-01-28 12:03:00+05:30,979.75,1,1,979.75,2025-01-28 12:04:00+05:30,959.6,TARGET,20.149999999999977,2.056647103853021,1511.2499999999982,75,CLOSED,23050.0,23050.0,562.15,417.6,541.6,418.0
NIFTY,sell,STRADDLE,23000.0,MONTH,2,2025-01-28 12:45:00+05:30,974.75,1,1,974.75,2025-01-28 13:45:00+05:30,964.1500000000001,TARGET,10.599999999999909,1.087458322646823,794.9999999999932,75,CLOSED,23000.0,23000.0,568.0,406.75,567.6,396.55
NIFTY,sell,STRADDLE,23050.0,MONTH,2,2025-01-28 14:03:00+05:30,968.8,1,1,968.8,2025-01-28 14:16:00+05:30,957.05,TARGET,11.75,1.212840627580512,881.25,75,CLOSED,23050.0,23050.0,560.25,408.55,547.25,409.8
NIFTY,sell,STRADDLE,23100.0,MONTH,2,2025-01-28 14:26:00+05:30,963.9,1,1,963.9,2025-01-28 14:45:00+05:30,961.55,EOD,2.3500000000000227,0.24380122419338343,176.2500000000017,75,CLOSED,23100.0,23100.0,559.4,404.5,569.6,391.95
NIFTY,sell,STRADDLE,23050.0,MONTH,2,2025-01-29 10:14:00+05:30,1000.3,1,1,1000.3,2025-01-29 10:47:00+05:30,972.15,TARGET,28.149999999999977,2.8141557532740156,2111.249999999998,75,CLOSED,23050.0,23050.0,582.5,417.8,554.15,418.0
NIFTY,sell,STRADDLE,23100.0,MONTH,2,2025-01-29 11:45:00+05:30,989.55,1,1,989.55,2025-01-29 14:45:00+05:30,982.3499999999999,EOD,7.2000000000000455,0.7276034561164212,540.0000000000034,75,CLOSED,23100.0,23100.0,560.0,429.55,574.15,408.2
NIFTY,sell,STRADDLE,23300.0,MONTH,2,2025-01-30 11:15:00+05:30,950.7,1,1,950.7,2025-01-30 11:36:00+05:30,940.65,TARGET,10.050000000000068,1.0571158094036046,753.7500000000051,75,CLOSED,23300.0,23300.0,547.9,402.8,518.65,422.0
