time,open,high,low,close,Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Bars (Open),Bars (High,Bars (Low),Bars (Close)
2026-03-24T11:57:00+05:30,22826.6,22827.8,22805.5,22806.9,22790.97198414485,22827.8,22790.97198414485,22816.699999999997,22790.97198414485,22827.8,22790.97198414485,22816.699999999997
2026-03-24T12:00:00+05:30,22806.75,22816.9,22793.9,22802.05,22803.835992072425,22816.9,22793.9,22804.9,22803.835992072425,22816.9,22793.9,22804.9
2026-03-24T12:03:00+05:30,22802.45,22805,22766.3,22769.5,22804.367996036213,22805,22766.3,22785.8125,22804.367996036213,22805,22766.3,22785.8125
2026-03-24T12:06:00+05:30,22769.55,22781.65,22765.15,22771.4,22795.090248018107,22795.090248018107,22765.15,22771.9375,22795.090248018107,22795.090248018107,22765.15,22771.9375
2026-03-24T12:09:00+05:30,22771.9,22787.75,22765.1,22785.25,22783.513874009055,22787.75,22765.1,22777.5,22783.513874009055,22787.75,22765.1,22777.5
2026-03-24T12:12:00+05:30,22785.9,22786.35,22760,22761.45,22780.506937004528,22786.35,22760,22773.425,22780.506937004528,22786.35,22760,22773.425
2026-03-24T12:15:00+05:30,22761.9,22773.7,22758.5,22759.95,22776.965968502263,22776.965968502263,22758.5,22763.5125,22776.965968502263,22776.965968502263,22758.5,22763.5125
2026-03-24T12:18:00+05:30,22759.75,22764.6,22753.35,22760.1,22770.23923425113,22770.23923425113,22753.35,22759.449999999997,22770.23923425113,22770.23923425113,22753.35,22759.449999999997
2026-03-24T12:21:00+05:30,22759.7,22847.9,22758.35,22846.15,22764.844617125564,22847.9,22758.35,22803.025,22764.844617125564,22847.9,22758.35,22803.025
2026-03-24T12:24:00+05:30,22845.7,22927.9,22838.9,22927.65,22783.934808562783,22927.9,22783.934808562783,22885.0375,22783.934808562783,22927.9,22783.934808562783,22885.0375
2026-03-24T12:27:00+05:30,22927.95,22936.5,22822.35,22844.45,22834.48615428139,22936.5,22822.35,22882.812499999996,22834.48615428139,22936.5,22822.35,22882.812499999996
2026-03-24T12:30:00+05:30,22844.15,22897.65,22843.4,22892.4,22858.649327140694,22897.65,22843.4,22869.4,22858.649327140694,22897.65,22843.4,22869.4
2026-03-24T12:33:00+05:30,22892.65,22945.2,22890.2,22944.35,22864.024663570348,22945.2,22864.024663570348,22918.1,22864.024663570348,22945.2,22864.024663570348,22918.1
2026-03-24T12:36:00+05:30,22943.6,22951.75,22927.25,22939.35,22891.06233178517,22951.75,22891.06233178517,22940.487500000003,22891.06233178517,22951.75,22891.06233178517,22940.487500000003
2026-03-24T12:39:00+05:30,22939.95,22963.5,22934.35,22949.25,22915.774915892587,22963.5,22915.774915892587,22946.762499999997,22915.774915892587,22963.5,22915.774915892587,22946.762499999997
2026-03-24T12:42:00+05:30,22948.55,22989.2,22948.25,22955.2,22931.268707946292,22989.2,22931.268707946292,22960.3,22931.268707946292,22989.2,22931.268707946292,22960.3
2026-03-24T12:45:00+05:30,22956.95,22986.9,22955.3,22982.35,22945.784353973148,22986.9,22945.784353973148,22970.375,22945.784353973148,22986.9,22945.784353973148,22970.375
2026-03-24T12:48:00+05:30,22981.95,22997.35,22973.6,22987.6,22958.079676986574,22997.35,22958.079676986574,22985.125,22958.079676986574,22997.35,22958.079676986574,22985.125
