time,open,high,low,close,WMA44 (15m),Long,Short
2026-06-03T13:45:00+05:30,23322.25,23427.05,23321.35,23361.1,23319.301767676767,0,0
2026-06-03T14:00:00+05:30,23363.55,23404.1,23363.1,23388.2,23321.710050505055,0,0
2026-06-03T14:15:00+05:30,23388.3,23439.5,23387.5,23406.75,23324.83303030303,0,0
2026-06-03T14:30:00+05:30,23408.45,23445.2,23400.55,23439.8,23329.318939393936,0,0
2026-06-03T14:45:00+05:30,23440.1,23459.55,23425.85,23442.95,23333.818989898988,0,0
2026-06-03T15:00:00+05:30,23443.8,23459.65,23373.9,23395.85,23336.06257575758,0,0
2026-06-03T15:15:00+05:30,23396.1,23411.3,23389,23396.95,23338.328535353536,0,0
2026-06-04T09:15:00+05:30,23288.15,23362.85,23247.3,23334.8,23337.78732323232,0,0
2026-06-04T09:30:00+05:30,23334.75,23366.65,23304.35,23355.35,23338.124646464643,0,0
2026-06-04T09:45:00+05:30,23355.5,23443.35,23355.5,23407.85,23340.7497979798,0,0
2026-06-04T10:00:00+05:30,23407.3,23443.7,23398.9,23431.35,23344.35116161616,0,0
2026-06-04T10:15:00+05:30,23431.9,23450.1,23417.05,23423.5,23347.468939393944,0,0
2026-06-04T10:30:00+05:30,23423,23426.6,23375.55,23410.65,23349.874191919193,0,0
2026-06-04T10:45:00+05:30,23411.05,23446.45,23409.65,23424.9,23352.780606060605,0,0
2026-06-04T11:00:00+05:30,23424.1,23430.35,23374.8,23401.85,23354.511010101003,0,0
2026-06-04T11:15:00+05:30,23402.05,23403.8,23379.5,23392.7,23355.804141414144,0,0
2026-06-04T11:30:00+05:30,23392.65,23462.3,23359.45,23443.65,23359.42762626263,0,0
2026-06-04T11:45:00+05:30,23443.75,23451.65,23397,23419.05,23361.98818181818,0,0
2026-06-04T12:00:00+05:30,23419.15,23450.45,23416.25,23439.7,23365.551262626264,0,0
2026-06-04T12:15:00+05:30,23439.25,23450,23422.25,23430.65,23368.77338383839,0,0
2026-06-04T12:30:00+05:30,23430.45,23432,23381.3,23385.35,23370.06717171717,0,0
2026-06-04T12:45:00+05:30,23384.45,23416.05,23382.9,23415.9,23372.87444444445,0,0
2026-06-04T13:00:00+05:30,23415.75,23422,23332.8,23334.25,23372.15464646464,0,0
2026-06-04T13:15:00+05:30,23333.65,23368.65,23313.15,23362.25,23372.799242424244,0,0
2026-06-04T13:30:00+05:30,23362.55,23375.25,23346.15,23361.5,23373.490252525255,0,0
2026-06-04T13:45:00+05:30,23360.9,23377.85,23350.25,23367.9,23374.59550505051,0,0
2026-06-04T14:00:00+05:30,23368.9,23433.75,23367.75,23413.9,23377.899545454547,0,0
2026-06-04T14:15:00+05:30,23414.3,23429.15,23405.9,23419.75,23381.341161616157,0,0
2026-06-04T14:30:00+05:30,23420.1,23452.85,23415.3,23433.2,23385.228232323232,0,0
2026-06-04T14:45:00+05:30,23433.3,23465.3,23402.7,23415.15,23388.130707070704,0,0
2026-06-04T15:00:00+05:30,23414.8,23420.35,23385.3,23418.05,23390.985656565656,0,0
2026-06-04T15:15:00+05:30,23417.05,23446.8,23411.7,23438,23394.553787878787,0,0
2026-06-05T09:15:00+05:30,23473.7,23516.35,23439.3,23461.95,23398.973383838384,0,0
2026-06-05T09:30:00+05:30,23462.2,23486.95,23445.95,23476.3,23403.79247474748,0,0
2026-06-05T09:45:00+05:30,23476.05,23477.95,23439.15,23443.95,23406.89757575758,0,0
2026-06-05T10:00:00+05:30,23443.65,23512.65,23423.85,23468.5,23410.863383838383,0,0
2026-06-05T10:15:00+05:30,23467.7,23497.5,23452.95,23470.55,23414.66343434343,0,0
2026-06-05T10:30:00+05:30,23470.95,23474.25,23342.2,23359.75,23413.257929292926,0,0
2026-06-05T10:45:00+05:30,23360.2,23404.65,23331.8,23402.3,23413.56267676768,0,0
2026-06-05T11:00:00+05:30,23403.6,23494.8,23403.6,23444.4,23415.57,0,0
2026-06-05T11:15:00+05:30,23443.95,23452.2,23393.1,23418.35,23416.296919191915,0,0
2026-06-05T11:30:00+05:30,23418.3,23442.95,23403.35,23422.8,23417.085202020204,0,0
2026-06-05T11:45:00+05:30,23424.35,23440.95,23396.95,23397.5,23416.62333333333,0,0
2026-06-05T12:00:00+05:30,23397.9,23441.45,23397.05,23439.5,23417.975101010106,1,0
2026-06-05T12:15:00+05:30,23439.75,23455.25,23431.55,23437,23419.09565656566,0,0
2026-06-05T12:30:00+05:30,23436.85,23439.7,23367.3,23374.65,23417.36843434343,0,0
2026-06-05T12:45:00+05:30,23374.9,23388.25,23351.2,23367.7,23415.34601010101,0,0
2026-06-05T13:00:00+05:30,23367.55,23376.2,23333.8,23337.5,23412.020808080808,0,0
2026-06-05T13:15:00+05:30,23337.95,23360.8,23310.55,23310.6,23407.603383838377,0,0
2026-06-05T13:30:00+05:30,23310.3,23328.6,23282.65,23300.1,23402.852979797983,0,0
2026-06-05T13:45:00+05:30,23300.4,23330.85,23296.75,23330.85,23399.56595959596,0,0
2026-06-05T14:00:00+05:30,23330.25,23341.95,23313.5,23320.15,23395.870151515155,0,0
2026-06-05T14:15:00+05:30,23320.9,23354.05,23301,23351.6,23393.58691919192,0,0
2026-06-05T14:30:00+05:30,23351.8,23405.05,23318.75,23398.8,23393.405252525252,0,0
2026-06-05T14:45:00+05:30,23398.05,23418.25,23353.3,23361.8,23391.588282828277,0,0
2026-06-05T15:00:00+05:30,23363.2,23369.85,23326.95,23365.75,23390.01712121212,0,0
2026-06-05T15:15:00+05:30,23366.55,23386.5,23361.05,23368.85,23388.642070707072,0,0
2026-06-08T09:15:00+05:30,23078.05,23157.05,23070.15,23155.5,23377.82702020202,0,0
2026-06-08T09:30:00+05:30,23156.1,23185.2,23132.85,23159.15,23367.446313131313,0,0
